ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK
4GB,nodal,vm,1,1,1,19,c,1000, 5871.0, 1703.28734457503, 1.0, 8.0, 0.13626298756600239, 0.0, 0.0, 0.0, 1.0, 8.0, 0.13626298756600239, 10000.0, 318.6111, 216.0, 13047.0, 498.0, 738.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,29,a,1000, 6377.0, 1568.1354869060688, 1.0, 11.0, 0.17249490355966754, 0.0, 0.0, 0.0, 1.0, 11.0, 0.17249490355966754, 4994.0, 394.40849018822587, 247.0, 11943.0, 619.0, 930.0, 4994, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5006.0, 339.281262485018, 217.0, 14183.0, 525.0, 813.0, 5006
4GB,nodal,vm,1,1,1,11,e,1000, 24524.0, 407.76382319360624, 17.0, 42.0, 0.17126080574131464, 0.0, 0.0, 0.0, 17.0, 42.0, 0.17126080574131464,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 510.0, 545.2745098039215, 310.0, 4411.0, 863.0, 1198.0, 510, 9490.0, 2269.395995785037, 440.0, 212095.0, 1715.0, 8503.0, 9490,,,,,,,
4GB,nodal,vm,1,1,1,6,c,1000, 6242.0, 1602.0506247997437, 1.0, 7.0, 0.11214354373598205, 0.0, 0.0, 0.0, 1.0, 7.0, 0.11214354373598205, 10000.0, 351.2494, 242.0, 11831.0, 538.0, 771.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,12,a,1000, 6553.0, 1526.0186174271325, 1.0, 7.0, 0.10682130321989927, 0.0, 0.0, 0.0, 1.0, 7.0, 0.10682130321989927, 4962.0, 392.78919790407093, 257.0, 11039.0, 618.0, 889.0, 4962, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5038.0, 381.66216752679634, 221.0, 204543.0, 549.0, 785.0, 5038
4GB,nodal,vm,1,1,1,4,c,1000, 6618.0, 1511.030522816561, 1.0, 8.0, 0.12088244182532487, 0.0, 0.0, 0.0, 1.0, 8.0, 0.12088244182532487, 10000.0, 389.3371, 219.0, 13103.0, 599.0, 1001.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,12,c,1000, 6604.0, 1514.2337976983647, 1.0, 7.0, 0.10599636583888553, 0.0, 0.0, 0.0, 1.0, 7.0, 0.10599636583888553, 10000.0, 390.3978, 245.0, 18847.0, 589.0, 886.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,27,e,1000, 27758.0, 360.25650262987244, 17.0, 41.0, 0.1477051660782477, 0.0, 0.0, 0.0, 17.0, 41.0, 0.1477051660782477,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 523.0, 553.5812619502868, 322.0, 8759.0, 925.0, 1429.0, 523, 9477.0, 2609.3530653160283, 426.0, 210175.0, 1769.0, 9991.0, 9477,,,,,,,
4GB,nodal,vm,1,1,1,8,e,1000, 23215.0, 430.75597673917724, 17.0, 41.0, 0.17660995046306266, 0.0, 0.0, 0.0, 17.0, 41.0, 0.17660995046306266,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 500.0, 573.222, 316.0, 7283.0, 822.0, 1541.0, 500, 9500.0, 2126.8784210526314, 458.0, 205439.0, 1718.0, 8511.0, 9500,,,,,,,
4GB,nodal,vm,1,1,1,21,a,1000, 6027.0, 1659.2002654720425, 1.0, 10.0, 0.16592002654720425, 0.0, 0.0, 0.0, 1.0, 10.0, 0.16592002654720425, 4908.0, 343.641401792991, 235.0, 9215.0, 532.0, 809.0, 4908, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5092.0, 320.12549096622155, 224.0, 11807.0, 487.0, 740.0, 5092
4GB,nodal,vm,1,1,1,8,c,1000, 6768.0, 1477.5413711583924, 1.0, 8.0, 0.1182033096926714, 0.0, 0.0, 0.0, 1.0, 8.0, 0.1182033096926714, 10000.0, 408.7254, 241.0, 10647.0, 633.0, 1397.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,14,e,1000, 23188.0, 431.2575470070726, 17.0, 41.0, 0.17681559427289978, 0.0, 0.0, 0.0, 17.0, 41.0, 0.17681559427289978,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0, 541.0, 557.9186691312384, 311.0, 4603.0, 935.0, 1481.0, 541, 9459.0, 2135.1501215773337, 458.0, 206079.0, 1864.0, 9031.0, 9459,,,,,,,
4GB,nodal,vm,1,1,1,29,e,1000, 24341.0, 410.8294646892075, 16.0, 40.0, 0.164331785875683, 0.0, 0.0, 0.0, 16.0, 40.0, 0.164331785875683,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 499.0, 527.9478957915832, 311.0, 4071.0, 876.0, 1333.0, 499, 9501.0, 2248.349436901379, 421.0, 211199.0, 1762.0, 8487.0, 9501,,,,,,,
4GB,nodal,vm,1,1,1,13,e,1000, 26121.0, 382.8337353087554, 17.0, 42.0, 0.16079016882967728, 0.0, 0.0, 0.0, 17.0, 42.0, 0.16079016882967728,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0, 476.0, 572.5126050420168, 330.0, 8735.0, 943.0, 1453.0, 476, 9524.0, 2426.631667366653, 471.0, 217215.0, 1755.0, 9159.0, 9524,,,,,,,
4GB,nodal,vm,1,1,1,27,c,1000, 6593.0, 1516.7602002123465, 1.0, 8.0, 0.12134081601698772, 0.0, 0.0, 0.0, 1.0, 8.0, 0.12134081601698772, 10000.0, 391.7132, 243.0, 20303.0, 572.0, 961.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,15,c,1000, 6218.0, 1608.2341588935349, 1.0, 7.0, 0.11257639112254746, 0.0, 0.0, 0.0, 1.0, 7.0, 0.11257639112254746, 10000.0, 353.4484, 214.0, 11535.0, 540.0, 829.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,1,27,a,1000, 6439.0, 1553.0361857431278, 1.0, 8.0, 0.12424289485945023, 0.0, 0.0, 0.0, 1.0, 8.0, 0.12424289485945023, 4992.0, 398.22475961538464, 239.0, 12375.0, 604.0, 943.0, 4992, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5008.0, 346.3851837060703, 231.0, 14847.0, 540.0, 893.0, 5008
4GB,nodal,vm,1,1,1,20,e,1000, 25971.0, 385.04485772592506, 17.0, 42.0, 0.16171884024488853, 0.0, 0.0, 0.0, 17.0, 42.0, 0.16171884024488853,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0, 505.0, 569.3386138613862, 297.0, 6835.0, 932.0, 1799.0, 505, 9495.0, 2417.1112164296997, 464.0, 209919.0, 1746.0, 8527.0, 9495,,,,,,,
4GB,nodal,vm,1,1,1,4,a,1000, 6430.0, 1555.2099533437015, 1.0, 7.0, 0.1088646967340591, 0.0, 0.0, 0.0, 1.0, 7.0, 0.1088646967340591, 5057.0, 403.65058334981217, 256.0, 11623.0, 637.0, 970.0, 5057, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 4943.0, 340.9826016589116, 228.0, 9591.0, 521.0, 834.0, 4943
4GB,nodal,vm,1,1,1,3,a,1000, 6361.0, 1572.079861656972, 1.0, 8.0, 0.1257663889325578, 0.0, 0.0, 0.0, 1.0, 8.0, 0.1257663889325578, 5077.0, 396.967894425842, 253.0, 23519.0, 584.0, 913.0, 5077, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 4923.0, 334.26467601056265, 232.0, 14343.0, 506.0, 780.0, 4923
4GB,nodal,vm,1,1,1,18,e,1000, 26772.0, 373.52457791722696, 17.0, 42.0, 0.1568803227252353, 0.0, 0.0, 0.0, 17.0, 42.0, 0.1568803227252353,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0, 521.0, 539.0671785028791, 300.0, 5271.0, 814.0, 1473.0, 521, 9479.0, 2506.0965291697435, 426.0, 209535.0, 1764.0, 8839.0, 9479,,,,,,,
4GB,nodal,vm,1,1,1,17,e,1000, 27256.0, 366.89169357205753, 17.0, 43.0, 0.15776342823598474, 0.0, 0.0, 0.0, 17.0, 43.0, 0.15776342823598474,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 496.0, 549.5846774193549, 286.0, 7711.0, 832.0, 1409.0, 496, 9504.0, 2551.344276094276, 458.0, 214015.0, 1801.0, 9327.0, 9504,,,,,,,
1GB,eth,rp,1,1,3,13,a,1000, 96382.0, 103.753812952626, 1.0, 8.0, 0.008300305036210081, 0.0, 0.0, 0.0, 1.0, 8.0, 0.008300305036210081, 4998.0, 9612.526210484193, 4536.0, 55615.0, 24479.0, 40991.0, 4998, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5002.0, 9045.617353058777, 4592.0, 63551.0, 20639.0, 39583.0, 5002
1GB,eth,rp,1,1,3,13,c,1000, 111106.0, 90.00414019044877, 2.0, 14.0, 0.012600579626662826, 0.0, 0.0, 0.0, 2.0, 14.0, 0.012600579626662826, 10000.0, 10805.3634, 4348.0, 66879.0, 35359.0, 42175.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,22,c,1000, 112751.0, 88.6910093923779, 2.0, 22.0, 0.019512022066323135, 0.0, 0.0, 0.0, 2.0, 22.0, 0.019512022066323135, 10000.0, 10970.2454, 4600.0, 75711.0, 35423.0, 42303.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,21,a,1000, 98209.0, 101.82366178252502, 1.0, 8.0, 0.008145892942602002, 0.0, 0.0, 0.0, 1.0, 8.0, 0.008145892942602002, 5115.0, 9918.504007820136, 4844.0, 68095.0, 24287.0, 40991.0, 5115, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 4885.0, 9063.85383828045, 4364.0, 59327.0, 22559.0, 39615.0, 4885
1GB,eth,rp,1,1,3,17,c,1000, 116244.0, 86.02594542514022, 2.0, 20.0, 0.017205189085028046, 0.0, 0.0, 0.0, 2.0, 20.0, 0.017205189085028046, 10000.0, 11322.592, 4544.0, 85567.0, 35519.0, 42655.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,20,a,1000, 97358.0, 102.71369584420387, 1.0, 20.0, 0.020542739168840772, 0.0, 0.0, 0.0, 1.0, 20.0, 0.020542739168840772, 4992.0, 9887.404647435897, 4744.0, 67199.0, 23631.0, 40927.0, 4992, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5008.0, 8939.464057507987, 4288.0, 62751.0, 23087.0, 38687.0, 5008
1GB,eth,rp,1,1,3,27,e,1000, 526920.0, 18.97821301146284, 17.0, 66.0, 0.012525620587565473, 0.0, 0.0, 0.0, 17.0, 66.0, 0.012525620587565473,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 486.0, 16202.460905349793, 9360.0, 77375.0, 22879.0, 30463.0, 486, 9514.0, 54223.45217574101, 10696.0, 198271.0, 95039.0, 119871.0, 9514,,,,,,,
1GB,eth,rp,1,1,3,26,e,1000, 526069.0, 19.00891327943673, 17.0, 76.0, 0.014446774092371915, 0.0, 0.0, 0.0, 17.0, 76.0, 0.014446774092371915,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 475.0, 15492.311578947369, 9568.0, 29663.0, 20719.0, 26223.0, 475, 9525.0, 54126.745196850396, 10552.0, 189823.0, 94463.0, 118783.0, 9525,,,,,,,
1GB,eth,rp,1,1,3,4,a,1000, 85607.0, 116.81287745161026, 1.0, 8.0, 0.009345030196128822, 0.0, 0.0, 0.0, 1.0, 8.0, 0.009345030196128822, 4949.0, 8818.87856132552, 4464.0, 60287.0, 11895.0, 33695.0, 4949, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5051.0, 7691.709166501683, 4068.0, 70527.0, 10871.0, 26511.0, 5051
1GB,eth,rp,1,1,3,1,e,1000, 541531.0, 18.46616352526448, 17.0, 61.0, 0.011264359750411334, 0.0, 0.0, 0.0, 17.0, 61.0, 0.011264359750411334,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 481.0, 15138.852390852391, 8720.0, 33343.0, 21391.0, 26831.0, 481, 9519.0, 55790.654060300454, 10776.0, 465663.0, 102143.0, 130815.0, 9519,,,,,,,
1GB,eth,rp,1,1,3,12,a,1000, 95683.0, 104.51177325125676, 1.0, 9.0, 0.009406059592613107, 0.0, 0.0, 0.0, 1.0, 9.0, 0.009406059592613107, 4984.0, 9442.780096308186, 4728.0, 60735.0, 21695.0, 40191.0, 4984, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0,,,,,,,,,,,,,,, 5016.0, 9068.129585326953, 4452.0, 49087.0, 22351.0, 39743.0, 5016
1GB,eth,rp,1,1,3,20,e,1000, 514700.0, 19.428793471925392, 17.0, 70.0, 0.013600155430347776, 0.0, 0.0, 0.0, 17.0, 70.0, 0.013600155430347776,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 525.0, 15300.358095238094, 9152.0, 56159.0, 20383.0, 32207.0, 525, 9475.0, 53142.17667546174, 11336.0, 212095.0, 93759.0, 119103.0, 9475,,,,,,,
1GB,eth,rp,1,1,3,28,c,1000, 114262.0, 87.51816001820377, 2.0, 20.0, 0.017503632003640756, 0.0, 0.0, 0.0, 2.0, 20.0, 0.017503632003640756, 10000.0, 11118.9082, 4572.0, 58495.0, 35583.0, 42367.0, 10000, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,5,a,1000, 85655.0, 116.74741696339969, 1.0, 7.0, 0.008172319187437977, 0.0, 0.0, 0.0, 1.0, 7.0, 0.008172319187437977, 4984.0, 8573.520064205457, 4392.0, 54655.0, 11639.0, 34591.0, 4984, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,, 5016.0, 7936.407496012759, 4292.0, 54143.0, 11559.0, 34623.0, 5016
1GB,eth,rp,1,1,3,23,e,1000, 519998.0, 19.23084319555075, 17.0, 66.0, 0.012692356509063496, 0.0, 0.0, 0.0, 17.0, 66.0, 0.012692356509063496,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 502.0, 15697.681274900398, 9024.0, 34591.0, 22975.0, 29343.0, 502, 9498.0, 53587.22088860813, 11496.0, 218239.0, 94783.0, 118719.0, 9498,,,,,,,
1GB,eth,rp,1,1,3,16,a,1000, 97886.0, 102.15965510900435, 1.0, 9.0, 0.009194368959810392, 0.0, 0.0, 0.0, 1.0, 9.0, 0.009194368959810392, 5026.0, 10053.464385196976, 4712.0, 65919.0, 24111.0, 40735.0, 5026, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,, 4974.0, 8884.201045436268, 4292.0, 66559.0, 21855.0, 39295.0, 4974
1GB,eth,rp,1,1,3,22,e,1000, 515164.0, 19.411294267456576, 17.0, 62.0, 0.012035002445823078, 0.0, 0.0, 0.0, 17.0, 62.0, 0.012035002445823078,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 486.0, 15816.650205761316, 9160.0, 56319.0, 22031.0, 30015.0, 486, 9514.0, 53011.88354004625, 9944.0, 190975.0, 93759.0, 121087.0, 9514,,,,,,,
1GB,eth,rp,1,1,3,15,c,1000, 125420.0, 79.73210014351778, 2.0, 14.0, 0.011162494020092489, 0.0, 0.0, 0.0, 2.0, 14.0, 0.011162494020092489, 10000.0, 12231.2278, 4540.0, 1457151.0, 35583.0, 42815.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,24,c,1000, 113114.0, 88.40638647735912, 2.0, 16.0, 0.01414502183637746, 0.0, 0.0, 0.0, 2.0, 16.0, 0.01414502183637746, 10000.0, 11001.7794, 4324.0, 60319.0, 35327.0, 42303.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,4,c,1000, 97616.0, 102.44222258646124, 2.0, 15.0, 0.015366333387969186, 0.0, 0.0, 0.0, 2.0, 15.0, 0.015366333387969186, 10000.0, 9458.0502, 4644.0, 67519.0, 16223.0, 39359.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,28,a,1000, 97021.0, 103.07046927984663, 1.0, 7.0, 0.007214932849589264, 0.0, 0.0, 0.0, 1.0, 7.0, 0.007214932849589264, 4989.0, 9560.966526357988, 4836.0, 69311.0, 23631.0, 40031.0, 4989, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5011.0, 9219.20654559968, 4428.0, 61631.0, 24431.0, 39743.0, 5011
1GB,eth,rp,1,1,3,15,a,1000, 100501.0, 99.50149749753734, 1.0, 7.0, 0.006965104824827613, 0.0, 0.0, 0.0, 1.0, 7.0, 0.006965104824827613, 5112.0, 10320.034037558686, 4880.0, 89279.0, 26047.0, 41567.0, 5112, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,, 4888.0, 9126.581833060556, 4196.0, 101439.0, 23935.0, 39967.0, 4888
1GB,eth,rp,1,1,3,3,a,1000, 86240.0, 115.95547309833024, 1.0, 7.0, 0.008116883116883116, 0.0, 0.0, 0.0, 1.0, 7.0, 0.008116883116883116, 5015.0, 8826.575074775674, 4576.0, 58527.0, 11743.0, 26927.0, 5015, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4985.0, 7800.548846539619, 4220.0, 54751.0, 10663.0, 23759.0, 4985
1GB,eth,rp,1,1,3,8,c,1000, 103273.0, 96.83073020053644, 1.0, 7.0, 0.006778151114037552, 0.0, 0.0, 0.0, 1.0, 7.0, 0.006778151114037552, 10000.0, 10022.7484, 4300.0, 91711.0, 30719.0, 41599.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,12,c,1000, 110127.0, 90.80425327122322, 2.0, 18.0, 0.01634476558882018, 0.0, 0.0, 0.0, 2.0, 18.0, 0.01634476558882018, 10000.0, 10707.4122, 4432.0, 62463.0, 34623.0, 42111.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,6,e,1000, 513912.0, 19.458584349071437, 17.0, 72.0, 0.014010180731331435, 0.0, 0.0, 0.0, 17.0, 72.0, 0.014010180731331435,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 514.0, 15552.856031128405, 8712.0, 72191.0, 21311.0, 36671.0, 514, 9486.0, 53010.90786422096, 10896.0, 180991.0, 93695.0, 117759.0, 9486,,,,,,,
1GB,eth,rp,1,1,3,20,c,1000, 113264.0, 88.28930639920893, 1.0, 10.0, 0.008828930639920893, 0.0, 0.0, 0.0, 1.0, 10.0, 0.008828930639920893, 10000.0, 11018.9714, 4492.0, 73727.0, 36063.0, 42463.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,18,e,1000, 514083.0, 19.452111818519576, 17.0, 54.0, 0.010504140382000572, 0.0, 0.0, 0.0, 17.0, 54.0, 0.010504140382000572,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 464.0, 15855.215517241379, 9688.0, 33407.0, 21375.0, 28831.0, 464, 9536.0, 52807.9307885906, 10752.0, 187775.0, 94015.0, 119231.0, 9536,,,,,,,
1GB,eth,rp,1,1,3,27,a,1000, 96173.0, 103.97928732596466, 1.0, 8.0, 0.008318342986077174, 0.0, 0.0, 0.0, 1.0, 8.0, 0.008318342986077174, 4923.0, 9491.35202112533, 4664.0, 55743.0, 24351.0, 40479.0, 4923, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5077.0, 9103.808942288753, 4268.0, 50047.0, 23215.0, 40063.0, 5077
1GB,eth,rp,1,1,3,3,e,1000, 514116.0, 19.450863229310116, 17.0, 64.0, 0.012448552466758474, 0.0, 0.0, 0.0, 17.0, 64.0, 0.012448552466758474,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 477.0, 15785.626834381552, 8776.0, 32799.0, 21615.0, 27839.0, 477, 9523.0, 52868.982883545104, 10352.0, 268031.0, 94207.0, 116671.0, 9523,,,,,,,
1GB,eth,rp,1,1,3,10,c,1000, 108872.0, 91.85098096847675, 1.0, 8.0, 0.00734807847747814, 0.0, 0.0, 0.0, 1.0, 8.0, 0.00734807847747814, 10000.0, 10570.6268, 4512.0, 79871.0, 34111.0, 42047.0, 10000, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,8,a,1000, 93057.0, 107.4610185155335, 1.0, 10.0, 0.010746101851553348, 0.0, 0.0, 0.0, 1.0, 10.0, 0.010746101851553348, 4948.0, 9281.848827809215, 4488.0, 55327.0, 17151.0, 38943.0, 4948, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 5052.0, 8726.852731591449, 4540.0, 159487.0, 17183.0, 38975.0, 5052
1GB,eth,rp,1,1,3,9,e,1000, 513937.0, 19.457637803855338, 17.0, 81.0, 0.015760686621122823, 0.0, 0.0, 0.0, 17.0, 81.0, 0.015760686621122823,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 475.0, 15182.669473684211, 9440.0, 36255.0, 20367.0, 26287.0, 475, 9525.0, 52864.461102362206, 11072.0, 196863.0, 92735.0, 114367.0, 9525,,,,,,,
1GB,eth,rp,1,1,3,29,c,1000, 113228.0, 88.31737732716289, 1.0, 20.0, 0.01766347546543258, 0.0, 0.0, 0.0, 1.0, 20.0, 0.01766347546543258, 10000.0, 11023.758, 4492.0, 66623.0, 35903.0, 42271.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,27,c,1000, 113659.0, 87.98247389120087, 2.0, 20.0, 0.017596494778240174, 0.0, 0.0, 0.0, 2.0, 20.0, 0.017596494778240174, 10000.0, 11058.2002, 4396.0, 68991.0, 35647.0, 42239.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,25,c,1000, 112270.0, 89.07098957869422, 2.0, 20.0, 0.017814197915738843, 0.0, 0.0, 0.0, 2.0, 20.0, 0.017814197915738843, 10000.0, 10918.8548, 4504.0, 77119.0, 35391.0, 42367.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,21,c,1000, 113978.0, 87.73622979873309, 1.0, 15.0, 0.013160434469809964, 0.0, 0.0, 0.0, 1.0, 15.0, 0.013160434469809964, 10000.0, 11095.7078, 4400.0, 76671.0, 35519.0, 42431.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,3,16,e,1000, 517985.0, 19.305578346863324, 17.0, 69.0, 0.013320849059335695, 0.0, 0.0, 0.0, 17.0, 69.0, 0.013320849059335695,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 517.0, 15193.245647969052, 8688.0, 48447.0, 20735.0, 26207.0, 517, 9483.0, 53457.77623115048, 10920.0, 291839.0, 94975.0, 119231.0, 9483,,,,,,,
