ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK
1GB,eth,rp,1,1,6,8,e,1000, 558259.0, 17.91283257412778, 17.0, 66.0, 0.011822469498924335, 0.0, 0.0, 0.0, 17.0, 66.0, 0.011822469498924335,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 467.0, 19489.400428265526, 7288.0, 46623.0, 26735.0, 36095.0, 467, 9533.0, 57264.16909682157, 9096.0, 193919.0, 99711.0, 125631.0, 9533,,,,,,,
1GB,eth,rp,1,1,6,18,e,1000, 560940.0, 17.82721859735444, 17.0, 64.0, 0.011409419902306843, 0.0, 0.0, 0.0, 17.0, 64.0, 0.011409419902306843,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 513.0, 19644.007797270955, 8504.0, 52959.0, 27311.0, 34367.0, 513, 9487.0, 57723.57794877201, 8432.0, 289279.0, 99519.0, 125567.0, 9487,,,,,,,
1GB,eth,rp,1,1,6,25,e,1000, 560746.0, 17.833386239045844, 17.0, 59.0, 0.010521697881037047, 0.0, 0.0, 0.0, 17.0, 59.0, 0.010521697881037047,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 498.0, 19449.4859437751, 7764.0, 50527.0, 27135.0, 34367.0, 498, 9502.0, 57653.57608924437, 11624.0, 248575.0, 99583.0, 125439.0, 9502,,,,,,,
1GB,eth,rp,1,1,6,7,c,1000, 113258.0, 88.29398364795424, 2.0, 15.0, 0.013244097547193134, 0.0, 0.0, 0.0, 2.0, 15.0, 0.013244097547193134, 10000.0, 11010.9176, 4164.0, 72511.0, 14959.0, 20367.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,23,c,1000, 107924.0, 92.65779622697454, 2.0, 20.0, 0.018531559245394905, 0.0, 0.0, 0.0, 2.0, 20.0, 0.018531559245394905, 10000.0, 10472.286, 4304.0, 100159.0, 14007.0, 19391.0, 10000, 1.0, 2233344.0, 2232320.0, 2234367.0, 2234367.0, 2234367.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,9,e,1000, 560364.0, 17.84554325402774, 17.0, 58.0, 0.010350415087336088, 0.0, 0.0, 0.0, 17.0, 58.0, 0.010350415087336088,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 486.0, 19602.975308641977, 7780.0, 35615.0, 26559.0, 29983.0, 486, 9514.0, 57555.69896993904, 8824.0, 227455.0, 99711.0, 124159.0, 9514,,,,,,,
1GB,eth,rp,1,1,6,26,c,1000, 105817.0, 94.50277365640682, 2.0, 16.0, 0.01512044378502509, 0.0, 0.0, 0.0, 2.0, 16.0, 0.01512044378502509, 10000.0, 10265.9912, 4544.0, 85503.0, 13711.0, 18927.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,18,a,1000, 107176.0, 93.30447115025753, 1.0, 9.0, 0.008397402403523177, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008397402403523177, 4953.0, 10749.372905309912, 3976.0, 75263.0, 14231.0, 19743.0, 4953, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5047.0, 10039.202100257578, 3946.0, 63263.0, 13583.0, 18175.0, 5047
1GB,eth,rp,1,1,6,15,e,1000, 560749.0, 17.833290830656853, 17.0, 63.0, 0.011234973223313818, 0.0, 0.0, 0.0, 17.0, 63.0, 0.011234973223313818,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 505.0, 19416.451485148515, 8312.0, 61695.0, 26895.0, 33215.0, 505, 9495.0, 57677.51616640337, 8192.0, 203135.0, 99839.0, 127999.0, 9495,,,,,,,
1GB,eth,rp,1,1,6,23,a,1000, 107265.0, 93.22705449121335, 1.0, 8.0, 0.0074581643592970676, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0074581643592970676, 4992.0, 10667.707131410256, 4748.0, 74943.0, 14223.0, 19199.0, 4992, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 5008.0, 10137.10123801917, 3932.0, 82751.0, 13935.0, 19231.0, 5008
1GB,eth,rp,1,1,6,27,e,1000, 557246.0, 17.94539574981247, 17.0, 50.0, 0.008972697874906234, 0.0, 0.0, 0.0, 17.0, 50.0, 0.008972697874906234,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 458.0, 19556.838427947598, 9288.0, 39039.0, 26687.0, 31391.0, 458, 9542.0, 57127.12764619577, 10056.0, 225535.0, 99007.0, 123775.0, 9542,,,,,,,
1GB,eth,rp,1,1,6,12,a,1000, 110632.0, 90.3897606479138, 1.0, 9.0, 0.008135078458312243, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008135078458312243, 5075.0, 11334.32551724138, 4296.0, 53087.0, 16719.0, 21663.0, 5075, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4925.0, 10120.715939086294, 4128.0, 67007.0, 13903.0, 19743.0, 4925
1GB,eth,rp,1,1,6,7,a,1000, 110688.0, 90.3440300664932, 1.0, 9.0, 0.00813096270598439, 0.0, 0.0, 0.0, 1.0, 9.0, 0.00813096270598439, 4941.0, 11379.429670107265, 5588.0, 69439.0, 15415.0, 20303.0, 4941, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5059.0, 10100.912828622257, 3722.0, 54751.0, 13831.0, 19039.0, 5059
1GB,eth,rp,1,1,6,22,a,1000, 104866.0, 95.35979249709153, 1.0, 8.0, 0.007628783399767322, 0.0, 0.0, 0.0, 1.0, 8.0, 0.007628783399767322, 5059.0, 10381.614152994664, 4236.0, 62079.0, 13991.0, 18591.0, 5059, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 4941.0, 9924.024488969844, 3832.0, 60991.0, 13471.0, 19791.0, 4941
1GB,eth,rp,1,1,6,12,c,1000, 112276.0, 89.06622964836653, 2.0, 16.0, 0.014250596743738643, 0.0, 0.0, 0.0, 2.0, 16.0, 0.014250596743738643, 10000.0, 10917.5962, 4308.0, 75583.0, 14783.0, 20415.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,21,e,1000, 563043.0, 17.7606328468696, 17.0, 54.0, 0.009590741737309585, 0.0, 0.0, 0.0, 17.0, 54.0, 0.009590741737309585,,,,,,,, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0, 491.0, 19699.97963340122, 8180.0, 43679.0, 27103.0, 37119.0, 491, 9509.0, 57852.74708171206, 9472.0, 226559.0, 100031.0, 124543.0, 9509,,,,,,,
1GB,eth,rp,1,1,6,14,a,1000, 107078.0, 93.38986533181419, 1.0, 8.0, 0.0074711892265451356, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0074711892265451356, 4977.0, 10921.533855736387, 4944.0, 72575.0, 14655.0, 19119.0, 4977, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 5023.0, 9856.176786780808, 4356.0, 57759.0, 13023.0, 17807.0, 5023
1GB,eth,rp,1,1,6,5,c,1000, 117755.0, 84.92208398794106, 2.0, 25.0, 0.021230520996985264, 0.0, 0.0, 0.0, 2.0, 25.0, 0.021230520996985264, 10000.0, 11456.894, 4668.0, 65663.0, 15351.0, 20319.0, 10000, 1.0, 2235392.0, 2234368.0, 2236415.0, 2236415.0, 2236415.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,3,a,1000, 116797.0, 85.61863746500339, 1.0, 9.0, 0.007705677371850305, 0.0, 0.0, 0.0, 1.0, 9.0, 0.007705677371850305, 5040.0, 12361.212301587302, 5392.0, 74431.0, 16671.0, 22367.0, 5040, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 4960.0, 10310.627822580645, 4584.0, 55327.0, 13871.0, 19167.0, 4960
1GB,eth,rp,1,1,6,22,e,1000, 556671.0, 17.963932017295672, 17.0, 70.0, 0.01257475241210697, 0.0, 0.0, 0.0, 17.0, 70.0, 0.01257475241210697,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 483.0, 19393.374741200827, 7636.0, 65535.0, 26287.0, 32383.0, 483, 9517.0, 57165.558054008616, 9584.0, 222719.0, 98303.0, 126975.0, 9517,,,,,,,
1GB,eth,rp,1,1,6,30,c,1000, 107970.0, 92.61831990367695, 2.0, 14.0, 0.012966564786514773, 0.0, 0.0, 0.0, 2.0, 14.0, 0.012966564786514773, 10000.0, 10477.893, 4224.0, 74687.0, 13903.0, 19327.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,30,e,1000, 565388.0, 17.686968948757315, 17.0, 77.0, 0.013618966090543132, 0.0, 0.0, 0.0, 17.0, 77.0, 0.013618966090543132,,,,,,,, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0, 488.0, 19581.774590163935, 7088.0, 63999.0, 26607.0, 33759.0, 488, 9512.0, 58086.13288477712, 9824.0, 235519.0, 101311.0, 128127.0, 9512,,,,,,,
1GB,eth,rp,1,1,6,17,a,1000, 109054.0, 91.6976910521393, 1.0, 9.0, 0.008252792194692538, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008252792194692538, 4943.0, 11006.686627554116, 5872.0, 66623.0, 14991.0, 19343.0, 4943, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5057.0, 10165.445521059917, 5324.0, 70207.0, 13903.0, 19023.0, 5057
1GB,eth,rp,1,1,6,16,a,1000, 107042.0, 93.4212738924908, 1.0, 9.0, 0.008407914650324172, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008407914650324172, 4951.0, 10818.634215310038, 4132.0, 67263.0, 14527.0, 19871.0, 4951, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,, 5049.0, 9960.067736185383, 4312.0, 74495.0, 13383.0, 19167.0, 5049
1GB,eth,rp,1,1,6,11,a,1000, 107731.0, 92.82379259451783, 2.0, 23.0, 0.0213494722967391, 0.0, 0.0, 0.0, 2.0, 23.0, 0.0213494722967391, 5000.0, 10969.274, 4452.0, 55679.0, 14487.0, 19807.0, 5000, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0,,,,,,,,,,,,,,, 5000.0, 9912.1814, 4034.0, 500991.0, 12959.0, 17743.0, 5000
1GB,eth,rp,1,1,6,6,e,1000, 561174.0, 17.819784950835214, 17.0, 71.0, 0.012652047315093, 0.0, 0.0, 0.0, 17.0, 71.0, 0.012652047315093,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 505.0, 19747.00198019802, 10064.0, 58591.0, 27615.0, 36159.0, 505, 9495.0, 57705.04433912585, 10288.0, 215935.0, 99903.0, 125503.0, 9495,,,,,,,
1GB,eth,rp,1,1,6,28,c,1000, 108374.0, 92.2730544226475, 2.0, 15.0, 0.013840958163397124, 0.0, 0.0, 0.0, 2.0, 15.0, 0.013840958163397124, 10000.0, 10512.8747, 4082.0, 76607.0, 13983.0, 19535.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,25,a,1000, 103728.0, 96.40598488354156, 1.0, 11.0, 0.010604658337189573, 0.0, 0.0, 0.0, 1.0, 11.0, 0.010604658337189573, 4988.0, 10295.029671210907, 4544.0, 65983.0, 13367.0, 18015.0, 4988, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5012.0, 9798.109736632083, 4356.0, 68159.0, 13143.0, 18175.0, 5012
1GB,eth,rp,1,1,6,20,a,1000, 107473.0, 93.04662566412028, 1.0, 9.0, 0.008374196309770826, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008374196309770826, 4981.0, 10752.709094559326, 4292.0, 77759.0, 14399.0, 19631.0, 4981, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 5019.0, 10093.729826658697, 3810.0, 68351.0, 13815.0, 19215.0, 5019
1GB,eth,rp,1,1,6,14,c,1000, 111298.0, 89.84887419360635, 2.0, 23.0, 0.020665241064529462, 0.0, 0.0, 0.0, 2.0, 23.0, 0.020665241064529462, 10000.0, 10802.2839, 4052.0, 75967.0, 14391.0, 19167.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,2,c,1000, 121232.0, 82.48647221855616, 2.0, 18.0, 0.014847564999340108, 0.0, 0.0, 0.0, 2.0, 18.0, 0.014847564999340108, 10000.0, 11790.7822, 4976.0, 80639.0, 15927.0, 21919.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,2,e,1000, 570942.0, 17.51491394922777, 17.0, 71.0, 0.012435588903951715, 0.0, 0.0, 0.0, 17.0, 71.0, 0.012435588903951715,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 518.0, 19857.818532818532, 7796.0, 69183.0, 28351.0, 38143.0, 518, 9482.0, 58775.33980172959, 13664.0, 231935.0, 102015.0, 127615.0, 9482,,,,,,,
1GB,eth,rp,1,1,6,3,c,1000, 121367.0, 82.39472014633303, 2.0, 18.0, 0.014831049626339942, 0.0, 0.0, 0.0, 2.0, 18.0, 0.014831049626339942, 10000.0, 11798.225, 4712.0, 70463.0, 15855.0, 21407.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,16,e,1000, 563584.0, 17.74358392005451, 17.0, 63.0, 0.011178457869634341, 0.0, 0.0, 0.0, 17.0, 63.0, 0.011178457869634341,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 466.0, 19520.836909871243, 7808.0, 53631.0, 26015.0, 30799.0, 466, 9534.0, 57820.769037130274, 10464.0, 210687.0, 100287.0, 124159.0, 9534,,,,,,,
1GB,eth,rp,1,1,6,15,c,1000, 109018.0, 91.72797152763764, 2.0, 24.0, 0.022014713166633032, 0.0, 0.0, 0.0, 2.0, 24.0, 0.022014713166633032, 10000.0, 10589.6963, 3900.0, 65535.0, 14319.0, 18863.0, 10000, 1.0, 2235392.0, 2234368.0, 2236415.0, 2236415.0, 2236415.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,23,e,1000, 557996.0, 17.921275421329184, 17.0, 92.0, 0.016487573387622852, 0.0, 0.0, 0.0, 17.0, 92.0, 0.016487573387622852,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 525.0, 19212.700952380954, 8616.0, 45695.0, 26015.0, 33279.0, 525, 9475.0, 57480.94395778364, 9912.0, 268287.0, 100543.0, 123711.0, 9475,,,,,,,
1GB,eth,rp,1,1,6,22,c,1000, 107600.0, 92.93680297397769, 2.0, 15.0, 0.013940520446096654, 0.0, 0.0, 0.0, 2.0, 15.0, 0.013940520446096654, 10000.0, 10440.1304, 4192.0, 72447.0, 14143.0, 19487.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,4,c,1000, 118432.0, 84.43663874628479, 2.0, 15.0, 0.012665495811942718, 0.0, 0.0, 0.0, 2.0, 15.0, 0.012665495811942718, 10000.0, 11528.9446, 4368.0, 77311.0, 15423.0, 20255.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,24,e,1000, 555987.0, 17.9860320475119, 17.0, 75.0, 0.013489524035633927, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013489524035633927,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 514.0, 19463.182879377433, 8848.0, 62687.0, 26911.0, 37823.0, 514, 9486.0, 57215.165085388995, 10296.0, 236031.0, 99135.0, 122815.0, 9486,,,,,,,
1GB,eth,rp,1,1,6,17,c,1000, 109824.0, 91.05477855477855, 2.0, 25.0, 0.022763694638694636, 0.0, 0.0, 0.0, 2.0, 25.0, 0.022763694638694636, 10000.0, 10663.1617, 4064.0, 77055.0, 14143.0, 18639.0, 10000, 1.0, 2233344.0, 2232320.0, 2234367.0, 2234367.0, 2234367.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,1,a,1000, 132127.0, 75.68475784661727, 2.0, 16.0, 0.012109561255458763, 0.0, 0.0, 0.0, 2.0, 16.0, 0.012109561255458763, 4943.0, 15462.301436374672, 5336.0, 107519.0, 27935.0, 34751.0, 4943, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5057.0, 10340.229385010876, 4308.0, 59551.0, 13751.0, 18767.0, 5057
1GB,eth,rp,1,1,6,24,c,1000, 107691.0, 92.85827042185512, 2.0, 26.0, 0.024143150309682334, 0.0, 0.0, 0.0, 2.0, 26.0, 0.024143150309682334, 10000.0, 10439.6746, 4776.0, 77439.0, 13999.0, 19279.0, 10000, 1.0, 2235392.0, 2234368.0, 2236415.0, 2236415.0, 2236415.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,15,a,1000, 106718.0, 93.7049045147023, 1.0, 8.0, 0.007496392361176184, 0.0, 0.0, 0.0, 1.0, 8.0, 0.007496392361176184, 4995.0, 10818.60980980981, 4320.0, 62143.0, 14295.0, 18863.0, 4995, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5005.0, 9880.663336663336, 3752.0, 98879.0, 13279.0, 18815.0, 5005
1GB,eth,rp,1,1,6,1,e,1000, 599623.0, 16.677145473072247, 17.0, 87.0, 0.014509116561572853, 0.0, 0.0, 0.0, 17.0, 87.0, 0.014509116561572853,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 499.0, 19380.96993987976, 10872.0, 47871.0, 26431.0, 33183.0, 499, 9501.0, 61739.208925376275, 10152.0, 374783.0, 111167.0, 148607.0, 9501,,,,,,,
1GB,eth,rp,1,1,6,28,e,1000, 555999.0, 17.98564385907169, 17.0, 76.0, 0.013669089332894483, 0.0, 0.0, 0.0, 17.0, 76.0, 0.013669089332894483,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 511.0, 19718.42661448141, 8640.0, 93439.0, 27487.0, 38047.0, 511, 9489.0, 57190.935188112555, 9696.0, 232575.0, 99647.0, 123391.0, 9489,,,,,,,
1GB,eth,rp,1,1,6,30,a,1000, 105617.0, 94.6817273734342, 1.0, 9.0, 0.008521355463609078, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008521355463609078, 5035.0, 10471.68778550149, 5328.0, 87935.0, 13711.0, 18495.0, 5035, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 4965.0, 10003.141389728096, 3646.0, 97727.0, 13447.0, 18191.0, 4965
1GB,eth,rp,1,1,6,3,e,1000, 572546.0, 17.46584553904839, 17.0, 79.0, 0.01379801797584823, 0.0, 0.0, 0.0, 17.0, 79.0, 0.01379801797584823,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 504.0, 19499.992063492064, 8312.0, 35455.0, 26703.0, 31871.0, 504, 9496.0, 58913.087615838245, 13712.0, 226687.0, 102975.0, 129791.0, 9496,,,,,,,
1GB,eth,rp,1,1,6,1,c,1000, 124892.0, 80.06917977132242, 2.0, 16.0, 0.012811068763411588, 0.0, 0.0, 0.0, 2.0, 16.0, 0.012811068763411588, 10000.0, 12159.5868, 5368.0, 76607.0, 16087.0, 22143.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,24,a,1000, 105157.0, 95.09590421940527, 1.0, 9.0, 0.008558631379746474, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008558631379746474, 4999.0, 10433.028605721143, 5752.0, 53471.0, 13727.0, 18239.0, 4999, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 5001.0, 9950.4725054989, 3854.0, 65983.0, 13295.0, 18943.0, 5001
1GB,eth,rp,1,1,6,4,e,1000, 572340.0, 17.472131949540483, 17.0, 88.0, 0.015375476115595624, 0.0, 0.0, 0.0, 17.0, 88.0, 0.015375476115595624,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 481.0, 20259.40124740125, 11016.0, 49983.0, 27983.0, 33887.0, 481, 9519.0, 58753.98529257275, 7768.0, 275711.0, 100095.0, 126911.0, 9519,,,,,,,
1GB,eth,rp,1,1,6,9,a,1000, 110020.0, 90.89256498818396, 1.0, 9.0, 0.008180330848936556, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008180330848936556, 5007.0, 11153.906131416017, 5676.0, 70015.0, 15111.0, 19743.0, 5007, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 4993.0, 10200.435810134188, 4484.0, 93951.0, 13767.0, 19439.0, 4993
1GB,eth,rp,1,1,6,28,a,1000, 105378.0, 94.89646795346277, 1.0, 8.0, 0.007591717436277022, 0.0, 0.0, 0.0, 1.0, 8.0, 0.007591717436277022, 4961.0, 10423.803265470671, 4228.0, 44991.0, 13663.0, 18527.0, 4961, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 5039.0, 10012.100813653502, 4136.0, 64127.0, 13271.0, 18095.0, 5039
1GB,eth,rp,1,1,6,27,a,1000, 105793.0, 94.52421237700037, 1.0, 9.0, 0.008507179113930034, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008507179113930034, 5005.0, 10435.464535464536, 4552.0, 57183.0, 13391.0, 18831.0, 5005, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4995.0, 10063.734734734735, 4078.0, 69375.0, 13543.0, 18943.0, 4995
1GB,eth,rp,1,1,6,29,e,1000, 558483.0, 17.90564797854187, 17.0, 73.0, 0.013071123024335567, 0.0, 0.0, 0.0, 17.0, 73.0, 0.013071123024335567,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 511.0, 19425.59686888454, 9192.0, 53791.0, 26399.0, 35487.0, 511, 9489.0, 57451.59700706081, 10008.0, 249599.0, 100415.0, 124927.0, 9489,,,,,,,
1GB,eth,rp,1,1,6,10,a,1000, 107694.0, 92.85568369639905, 1.0, 9.0, 0.008357011532675917, 0.0, 0.0, 0.0, 1.0, 9.0, 0.008357011532675917, 5008.0, 10834.760782747604, 4804.0, 80959.0, 14823.0, 19823.0, 5008, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4992.0, 10064.120993589744, 5144.0, 508159.0, 13295.0, 18415.0, 4992
1GB,eth,rp,1,1,6,16,c,1000, 107939.0, 92.6449198158219, 2.0, 16.0, 0.014823187170531505, 0.0, 0.0, 0.0, 2.0, 16.0, 0.014823187170531505, 10000.0, 10484.206, 4148.0, 66879.0, 14199.0, 19295.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,6,19,e,1000, 555007.0, 18.017790766602943, 17.0, 70.0, 0.01261245353662206, 0.0, 0.0, 0.0, 17.0, 70.0, 0.01261245353662206,,,,,,,, 1.0, 2233344.0, 2232320.0, 2234367.0, 2234367.0, 2234367.0, 518.0, 19610.054054054053, 8648.0, 43775.0, 27679.0, 34911.0, 518, 9482.0, 57121.96836110525, 9824.0, 200191.0, 99775.0, 124991.0, 9482,,,,,,,
1GB,eth,rp,1,1,6,20,e,1000, 555395.0, 18.005203503812602, 17.0, 55.0, 0.009902861927096931, 0.0, 0.0, 0.0, 17.0, 55.0, 0.009902861927096931,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 476.0, 19342.32773109244, 8408.0, 67839.0, 25487.0, 30271.0, 476, 9524.0, 57013.714405711886, 8640.0, 218623.0, 99071.0, 124351.0, 9524,,,,,,,
1GB,eth,rp,1,1,6,13,c,1000, 111155.0, 89.96446403670551, 2.0, 23.0, 0.020691826728442265, 0.0, 0.0, 0.0, 2.0, 23.0, 0.020691826728442265, 10000.0, 10794.2814, 4404.0, 79103.0, 14559.0, 19455.0, 10000, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0,,,,,,,,,,,,,,,,,,,,,
