med,row/s,max,sum ms,errors,compaction,.99,.999,total ops,compression,mb,pk/s,.95,max ms,rf,stderr,time,mean,sdv ms,op/s,type,network_type,gc: #,op
67.5,2664,305.1,0,0,none,197.3,284.4,35254,SnappyCompressor,0,2664,158.1,0,none,0.09956,20.1,75.8,0,2664,,wireless,0,writes_only
78.1,1992,364.9,0,0,none,212.7,308.0,3974,SnappyCompressor,0,1992,168.4,0,none,0.0,2.0,84.8,0,1992,,wireless,0,writes_only
83.8,2148,354.4,0,0,none,232.4,298.8,9093,SnappyCompressor,0,2148,174.6,0,none,0.01227,4.4,92.7,0,2148,,wireless,0,writes_only
77.3,2093,594.0,0,0,none,519.6,570.9,14006,SnappyCompressor,0,2093,213.8,0,none,0.03481,6.7,95.7,0,2093,,wireless,0,writes_only
69.0,2151,522.2,0,0,none,479.2,513.0,18657,SnappyCompressor,0,2151,227.8,0,none,0.03257,8.9,91.1,0,2151,,wireless,0,writes_only
70.8,2540,310.9,0,0,none,210.0,275.3,24342,SnappyCompressor,0,2540,157.5,0,none,0.03226,11.1,79.6,0,2540,,wireless,0,writes_only
66.9,2675,339.2,0,0,none,192.4,257.6,30109,SnappyCompressor,0,2675,148.5,0,none,0.03642,13.3,73.5,0,2675,,wireless,0,writes_only
66.6,2721,262.8,0,0,none,192.4,232.4,36052,SnappyCompressor,0,2721,151.4,0,none,0.03389,15.5,74.2,0,2721,,wireless,0,writes_only
77.4,2409,385.4,0,0,none,220.3,298.6,41341,SnappyCompressor,0,2409,162.9,0,none,0.02977,17.7,82.0,0,2409,,wireless,0,writes_only
67.6,2667,372.2,0,0,none,213.8,301.2,47193,SnappyCompressor,0,2667,155.8,0,none,0.02934,19.9,75.7,0,2667,,wireless,0,writes_only
95.1,2346,256.9,0,0,none,171.3,256.9,47685,SnappyCompressor,0,2346,141.0,0,none,0.81576,20.1,92.6,0,2346,,wireless,0,writes_only
76.9,2108,437.0,0,0,none,237.1,381.2,4215,SnappyCompressor,0,2108,167.4,0,none,0.0,2.0,81.8,0,2108,,wireless,0,writes_only
83.3,2155,407.1,0,0,none,226.5,306.2,9324,SnappyCompressor,0,2155,175.9,0,none,0.01294,4.4,92.1,0,2155,,wireless,0,writes_only
60.5,1010,1475.3,0,0,none,1441.8,1472.2,11342,SnappyCompressor,0,1010,943.7,0,none,0.10854,6.4,175.2,0,1010,,wireless,0,writes_only
691.0,310,1317.0,0,0,none,876.6,887.6,12182,SnappyCompressor,0,310,850.4,0,none,0.23999,9.1,626.4,0,310,,wireless,0,writes_only
77.7,1916,798.0,0,0,none,757.6,786.4,17056,SnappyCompressor,0,1916,393.0,0,none,0.1883,11.6,117.6,0,1916,,wireless,0,writes_only
75.0,2533,322.2,0,0,none,192.0,246.3,22436,SnappyCompressor,0,2533,153.1,0,none,0.15466,13.7,79.7,0,2533,,wireless,0,writes_only
68.4,2647,316.4,0,0,none,213.8,276.0,28569,SnappyCompressor,0,2647,154.9,0,none,0.13133,16.1,74.8,0,2647,,wireless,0,writes_only
88.5,2105,396.9,0,0,none,253.5,343.4,33218,SnappyCompressor,0,2105,192.8,0,none,0.11549,18.3,95.5,0,2105,,wireless,0,writes_only
68.0,2617,343.1,0,0,none,208.8,333.4,37900,SnappyCompressor,0,2617,166.2,0,none,0.10274,20.1,77.0,0,2617,,wireless,0,writes_only
61.2,834,553.1,0,0,none,429.4,552.1,1666,SnappyCompressor,0,834,285.5,0,none,0.0,2.0,97.2,0,834,,wireless,0,reads_only
72.5,852,820.5,0,0,none,478.4,609.7,1702,SnappyCompressor,0,852,334.5,0,none,0.0,2.0,112.6,0,852,,wireless,0,reads_only
65.9,1685,820.5,0,0,none,455.9,607.1,3368,SnappyCompressor,0,1685,312.5,0,none,0.0,2.0,105.0,0,1685,,wireless,0,reads_only
57.0,920,769.7,0,0,none,364.1,525.1,7710,SnappyCompressor,0,920,288.9,0,none,0.11841,8.6,99.8,0,920,,wireless,0,reads_only
79.7,881,690.0,0,0,none,456.4,588.3,7491,SnappyCompressor,0,881,351.5,0,none,0.11841,8.6,123.1,0,881,,wireless,0,reads_only
67.6,1801,769.7,0,0,none,424.4,580.9,15201,SnappyCompressor,0,1801,318.8,0,none,0.11841,8.6,111.2,0,1801,,wireless,0,reads_only
50.0,846,648.5,0,0,none,416.8,586.2,14432,SnappyCompressor,0,846,321.7,0,none,0.10529,16.5,107.6,0,846,,wireless,0,reads_only
57.7,903,739.2,0,0,none,463.2,596.1,14666,SnappyCompressor,0,903,348.7,0,none,0.10529,16.5,118.7,0,903,,wireless,0,reads_only
53.4,1750,739.2,0,0,none,442.5,596.1,29098,SnappyCompressor,0,1750,335.8,0,none,0.10529,16.5,113.3,0,1750,,wireless,0,reads_only
54.0,1424,407.6,0,0,none,242.4,302.8,2850,SnappyCompressor,0,1424,174.2,0,none,0.0,2.0,69.2,0,1424,,wireless,0,reads_only
57.2,1455,334.2,0,0,none,227.4,287.3,2912,SnappyCompressor,0,1455,169.0,0,none,0.0,2.0,71.4,0,1455,,wireless,0,reads_only
55.2,2880,407.6,0,0,none,231.1,299.6,5762,SnappyCompressor,0,2880,171.8,0,none,0.0,2.0,70.3,0,2880,,wireless,0,reads_only
51.8,1480,453.5,0,0,none,285.0,354.9,9920,SnappyCompressor,0,1480,165.3,0,none,0.02793,6.8,65.2,0,1480,,wireless,0,reads_only
52.8,1537,465.3,0,0,none,287.3,368.1,10256,SnappyCompressor,0,1537,166.3,0,none,0.02793,6.8,66.8,0,1537,,wireless,0,reads_only
52.2,3016,465.3,0,0,none,286.3,367.8,20176,SnappyCompressor,0,3016,165.5,0,none,0.02793,6.8,66.0,0,3016,,wireless,0,reads_only
2569.0,10,4949.3,0,0,none,4873.8,4949.3,10071,SnappyCompressor,0,10,4789.9,0,none,0.4041,22.0,3072.6,0,10,,wireless,0,reads_only
3712.0,10,4957.7,0,0,none,4957.7,4957.7,10404,SnappyCompressor,0,10,4878.0,0,none,0.4041,22.0,3182.3,0,10,,wireless,0,reads_only
2669.7,20,4957.7,0,0,none,4919.9,4957.7,20475,SnappyCompressor,0,20,4827.6,0,none,0.4041,22.0,3126.9,0,20,,wireless,0,reads_only
53.7,1308,347.9,0,0,none,208.3,258.3,2616,SnappyCompressor,0,1308,168.6,0,none,0.0,2.0,67.8,0,1308,,wireless,0,reads_only
53.7,1316,318.8,0,0,none,221.6,300.4,2631,SnappyCompressor,0,1316,172.1,0,none,0.0,2.0,68.8,0,1316,,wireless,0,reads_only
53.7,2624,347.9,0,0,none,213.6,284.7,5247,SnappyCompressor,0,2624,170.3,0,none,0.0,2.0,68.3,0,2624,,wireless,0,reads_only
52.7,1479,381.7,0,0,none,254.9,380.9,11116,SnappyCompressor,0,1479,162.3,0,none,0.00279,7.7,65.8,0,1479,,wireless,0,reads_only
53.7,1508,383.8,0,0,none,261.8,359.1,11297,SnappyCompressor,0,1508,169.1,0,none,0.00279,7.7,67.7,0,1508,,wireless,0,reads_only
53.3,2988,383.8,0,0,none,257.8,379.1,22413,SnappyCompressor,0,2988,167.4,0,none,0.00279,7.7,66.7,0,2988,,wireless,0,reads_only
53.4,1553,356.8,0,0,none,206.0,296.2,17518,SnappyCompressor,0,1553,149.6,0,none,0.02195,11.9,63.4,0,1553,,wireless,0,reads_only
52.9,1591,369.6,0,0,none,210.4,283.6,17855,SnappyCompressor,0,1591,152.6,0,none,0.02195,11.9,63.4,0,1591,,wireless,0,reads_only
53.1,3143,369.6,0,0,none,208.1,296.2,35373,SnappyCompressor,0,3143,151.4,0,none,0.02195,11.9,63.4,0,3143,,wireless,0,reads_only
54.5,1541,385.4,0,0,none,206.6,289.4,26382,SnappyCompressor,0,1541,152.4,0,none,0.01687,17.6,64.6,0,1541,,wireless,0,reads_only
54.0,1570,393.0,0,0,none,198.8,276.3,26890,SnappyCompressor,0,1570,151.0,0,none,0.01687,17.6,64.1,0,1570,,wireless,0,reads_only
54.2,3110,393.0,0,0,none,202.9,289.1,53272,SnappyCompressor,0,3110,151.9,0,none,0.01687,17.6,64.3,0,3110,,wireless,0,reads_only
49.9,1565,312.7,0,0,none,218.0,287.0,30221,SnappyCompressor,0,1565,156.9,0,none,0.02551,20.1,62.8,0,1565,,wireless,0,reads_only
50.7,1604,354.7,0,0,none,223.0,308.5,30823,SnappyCompressor,0,1604,159.5,0,none,0.02551,20.1,64.4,0,1604,,wireless,0,reads_only
50.4,3169,354.7,0,0,none,221.9,301.7,61044,SnappyCompressor,0,3169,158.1,0,none,0.02551,20.1,63.6,0,3169,,wireless,0,reads_only
54.5,1279,307.2,0,0,none,219.9,282.6,2559,SnappyCompressor,0,1279,175.2,0,none,0.0,2.0,68.2,0,1279,,wireless,0,reads_only
56.4,1206,348.7,0,0,none,239.5,320.9,2409,SnappyCompressor,0,1206,182.2,0,none,0.0,2.0,69.7,0,1206,,wireless,0,reads_only
55.7,2484,348.7,0,0,none,230.0,305.4,4968,SnappyCompressor,0,2484,178.7,0,none,0.0,2.0,68.9,0,2484,,wireless,0,reads_only
53.5,1344,926.9,0,0,none,353.4,895.5,12833,SnappyCompressor,0,1344,173.9,0,none,0.00039,9.6,71.0,0,1344,,wireless,0,reads_only
53.0,1304,932.7,0,0,none,302.5,902.3,12401,SnappyCompressor,0,1304,174.9,0,none,0.00039,9.7,70.5,0,1304,,wireless,0,reads_only
53.3,2645,932.7,0,0,none,332.4,897.6,25234,SnappyCompressor,0,2645,174.3,0,none,0.00039,9.7,70.7,0,2645,,wireless,0,reads_only
68.4,704,1694.5,0,0,none,1509.9,1616.9,20229,SnappyCompressor,0,704,1045.4,0,none,0.14292,20.1,151.1,0,704,,wireless,0,reads_only
70.6,694,1625.3,0,0,none,1415.6,1613.8,19672,SnappyCompressor,0,694,996.7,0,none,0.14292,20.1,147.2,0,694,,wireless,0,reads_only
69.6,1396,1694.5,0,0,none,1454.4,1614.8,39901,SnappyCompressor,0,1396,1020.8,0,none,0.14292,20.1,149.2,0,1396,,wireless,0,reads_only
54.7,1260,368.1,0,0,none,219.0,329.5,2525,SnappyCompressor,0,1260,159.5,0,none,0.0,2.0,66.0,0,1260,,wireless,0,reads_only
56.1,1337,445.6,0,0,none,246.4,310.9,2679,SnappyCompressor,0,1337,170.7,0,none,0.0,2.0,68.9,0,1337,,wireless,0,reads_only
55.6,2596,445.6,0,0,none,230.2,329.5,5204,SnappyCompressor,0,2596,164.9,0,none,0.0,2.0,67.5,0,2596,,wireless,0,reads_only
53.8,1508,335.8,0,0,none,249.6,315.1,10242,SnappyCompressor,0,1508,168.6,0,none,0.01849,7.1,66.4,0,1508,,wireless,0,reads_only
56.1,1436,367.5,0,0,none,259.7,331.1,10045,SnappyCompressor,0,1436,175.5,0,none,0.01849,7.1,69.2,0,1436,,wireless,0,reads_only
54.9,2941,367.5,0,0,none,256.5,319.8,20287,SnappyCompressor,0,2941,172.1,0,none,0.01849,7.1,67.8,0,2941,,wireless,0,reads_only
53.9,1415,350.5,0,0,none,217.1,301.2,16470,SnappyCompressor,0,1415,165.2,0,none,0.01409,11.5,66.7,0,1415,,wireless,0,reads_only
54.5,1503,362.3,0,0,none,229.1,305.1,16639,SnappyCompressor,0,1503,168.6,0,none,0.01409,11.5,68.2,0,1503,,wireless,0,reads_only
54.1,2913,362.3,0,0,none,221.1,302.8,33109,SnappyCompressor,0,2913,166.9,0,none,0.01409,11.5,67.5,0,2913,,wireless,0,reads_only
56.1,1358,455.9,0,0,none,378.5,443.0,23577,SnappyCompressor,0,1358,186.6,0,none,0.01695,16.8,72.9,0,1358,,wireless,0,reads_only
57.1,1372,529.3,0,0,none,382.7,443.5,23826,SnappyCompressor,0,1372,195.2,0,none,0.01695,16.8,75.4,0,1372,,wireless,0,reads_only
56.7,2728,529.3,0,0,none,380.9,443.3,47403,SnappyCompressor,0,2728,192.2,0,none,0.01695,16.8,74.2,0,2728,,wireless,0,reads_only
51.5,1191,361.5,0,0,none,228.2,287.8,2383,SnappyCompressor,0,1191,166.6,0,none,0.0,2.0,65.8,0,1191,,wireless,0,reads_only
52.8,1313,350.5,0,0,none,253.8,288.4,2626,SnappyCompressor,0,1313,175.1,0,none,0.0,2.0,67.5,0,1313,,wireless,0,reads_only
52.3,2504,361.5,0,0,none,235.4,288.4,5009,SnappyCompressor,0,2504,169.1,0,none,0.0,2.0,66.7,0,2504,,wireless,0,reads_only
49.1,1507,408.7,0,0,none,242.1,302.0,10277,SnappyCompressor,0,1507,168.2,0,none,0.02741,7.2,64.8,0,1507,,wireless,0,reads_only
51.6,1508,459.0,0,0,none,244.3,303.0,10538,SnappyCompressor,0,1508,174.3,0,none,0.02741,7.2,67.4,0,1508,,wireless,0,reads_only
50.2,3013,459.0,0,0,none,243.0,303.0,20815,SnappyCompressor,0,3013,172.0,0,none,0.02741,7.2,66.1,0,3013,,wireless,0,reads_only
57.4,1184,666.9,0,0,none,338.2,646.4,16382,SnappyCompressor,0,1184,200.5,0,none,0.03845,12.4,75.0,0,1184,,wireless,0,reads_only
57.0,1260,647.0,0,0,none,341.0,493.4,17024,SnappyCompressor,0,1260,198.3,0,none,0.03845,12.4,75.3,0,1260,,wireless,0,reads_only
57.2,2442,666.9,0,0,none,340.8,645.9,33406,SnappyCompressor,0,2442,199.6,0,none,0.03845,12.4,75.2,0,2442,,wireless,0,reads_only
55.9,1306,368.6,0,0,none,226.5,292.6,2572,SnappyCompressor,0,1306,165.4,0,none,0.0,2.0,68.3,0,1306,,wireless,0,reads_only
55.6,1222,363.3,0,0,none,227.0,278.7,2407,SnappyCompressor,0,1222,169.2,0,none,0.0,2.0,69.3,0,1222,,wireless,0,reads_only
55.7,2527,368.6,0,0,none,226.9,289.9,4979,SnappyCompressor,0,2527,166.7,0,none,0.0,2.0,68.8,0,2527,,wireless,0,reads_only
52.1,1471,539.5,0,0,none,374.1,483.4,9796,SnappyCompressor,0,1471,189.5,0,none,0.00956,6.9,71.2,0,1471,,wireless,0,reads_only
52.2,1368,545.8,0,0,none,358.1,482.9,9122,SnappyCompressor,0,1368,190.4,0,none,0.00956,6.9,70.9,0,1368,,wireless,0,reads_only
52.1,2839,545.8,0,0,none,365.4,483.1,18918,SnappyCompressor,0,2839,189.9,0,none,0.00956,6.9,71.1,0,2839,,wireless,0,reads_only
52.7,1534,515.4,0,0,none,226.4,321.7,17941,SnappyCompressor,0,1534,163.2,0,none,0.01624,12.2,65.3,0,1534,,wireless,0,reads_only
54.4,1472,401.9,0,0,none,231.1,342.9,16931,SnappyCompressor,0,1472,169.6,0,none,0.01624,12.2,67.5,0,1472,,wireless,0,reads_only
53.7,3005,515.4,0,0,none,228.3,336.3,34872,SnappyCompressor,0,3005,166.1,0,none,0.01624,12.2,66.3,0,3005,,wireless,0,reads_only
50.0,1591,361.8,0,0,none,212.3,277.9,27977,SnappyCompressor,0,1591,152.3,0,none,0.01657,18.5,62.0,0,1591,,wireless,0,reads_only
51.7,1599,318.0,0,0,none,208.3,287.3,27024,SnappyCompressor,0,1599,152.3,0,none,0.01657,18.5,63.5,0,1599,,wireless,0,reads_only
50.8,3188,361.8,0,0,none,209.8,282.6,55001,SnappyCompressor,0,3188,152.3,0,none,0.01657,18.5,62.8,0,3188,,wireless,0,reads_only
58.5,1352,286.0,0,0,none,206.4,267.3,2702,SnappyCompressor,0,1352,152.0,0,none,0.0,2.0,67.1,0,1352,,wireless,0,reads_only
60.3,1271,280.2,0,0,none,202.6,241.6,2543,SnappyCompressor,0,1271,153.0,0,none,0.0,2.0,68.5,0,1271,,wireless,0,reads_only
59.4,2621,286.0,0,0,none,203.7,267.3,5245,SnappyCompressor,0,2621,153.0,0,none,0.0,2.0,67.8,0,2621,,wireless,0,reads_only
64.1,1306,422.3,0,0,none,252.8,321.7,9493,SnappyCompressor,0,1306,185.7,0,none,0.02626,7.2,75.8,0,1306,,wireless,0,reads_only
65.2,1303,418.1,0,0,none,257.7,342.1,9317,SnappyCompressor,0,1303,187.8,0,none,0.02626,7.2,77.4,0,1303,,wireless,0,reads_only
64.7,2609,422.3,0,0,none,253.5,331.9,18810,SnappyCompressor,0,2609,186.9,0,none,0.02626,7.2,76.6,0,2609,,wireless,0,reads_only
106.3,17,814.2,0,0,none,757.6,814.2,9717,SnappyCompressor,0,17,648.0,0,none,0.40209,20.6,164.4,0,17,,wireless,0,reads_only
77.5,15,817.4,0,0,none,729.8,817.4,9520,SnappyCompressor,0,15,606.1,0,none,0.40209,20.6,140.0,0,15,,wireless,0,reads_only
90.1,32,817.4,0,0,none,757.6,817.4,19237,SnappyCompressor,0,32,637.5,0,none,0.40209,20.6,152.8,0,32,,wireless,0,reads_only
70.4,935,492.6,0,0,none,325.8,477.1,1871,SnappyCompressor,0,935,231.6,0,none,0.0,2.0,92.4,0,935,,wireless,0,reads_only
73.9,964,496.5,0,0,none,350.2,493.6,1929,SnappyCompressor,0,964,239.6,0,none,0.0,2.0,95.5,0,964,,wireless,0,reads_only
72.0,1900,496.5,0,0,none,345.8,492.6,3800,SnappyCompressor,0,1900,235.3,0,none,0.0,2.0,93.9,0,1900,,wireless,0,reads_only
58.4,1145,751.3,0,0,none,343.1,676.9,8419,SnappyCompressor,0,1145,264.0,0,none,0.01831,7.7,84.1,0,1145,,wireless,0,reads_only
60.2,1166,746.1,0,0,none,370.4,696.8,8593,SnappyCompressor,0,1166,276.6,0,none,0.01831,7.7,87.8,0,1166,,wireless,0,reads_only
59.3,2311,751.3,0,0,none,357.6,696.8,17012,SnappyCompressor,0,2311,272.4,0,none,0.01831,7.7,86.0,0,2311,,wireless,0,reads_only
57.4,1037,903.3,0,0,none,500.2,649.6,15011,SnappyCompressor,0,1037,293.3,0,none,0.01658,14.1,89.9,0,1037,,wireless,0,reads_only
60.1,1099,889.7,0,0,none,503.3,736.6,15576,SnappyCompressor,0,1099,310.1,0,none,0.01658,14.1,95.2,0,1099,,wireless,0,reads_only
58.7,2136,903.3,0,0,none,502.8,735.1,30587,SnappyCompressor,0,2136,302.0,0,none,0.01658,14.1,92.6,0,2136,,wireless,0,reads_only
59.1,1293,566.2,0,0,none,310.9,505.9,22796,SnappyCompressor,0,1293,204.2,0,none,0.0303,20.1,75.8,0,1293,,wireless,0,reads_only
60.9,1335,566.2,0,0,none,328.2,555.2,23604,SnappyCompressor,0,1335,206.2,0,none,0.0303,20.1,78.6,0,1335,,wireless,0,reads_only
60.1,2626,566.2,0,0,none,321.1,547.9,46400,SnappyCompressor,0,2626,205.1,0,none,0.0303,20.1,77.2,0,2626,,wireless,0,reads_only
59.7,2594,419.2,0,0,none,206.4,275.0,5184,DeflateCompressor,0,2594,154.9,0,none,0.0,2.0,69.2,0,2594,,wireless,0,reads_only
51.4,3005,366.2,0,0,none,216.5,336.6,12268,DeflateCompressor,0,3005,166.1,0,none,0.02852,4.4,65.8,0,3005,,wireless,0,reads_only
50.6,3144,375.7,0,0,none,214.0,294.1,19354,DeflateCompressor,0,3144,154.5,0,none,0.03281,6.6,63.9,0,3144,,wireless,0,reads_only
66.1,1217,1149.2,0,0,none,1007.7,1105.2,22123,DeflateCompressor,0,1217,750.8,0,none,0.07618,8.9,140.5,0,1217,,wireless,0,reads_only
598.7,481,1512.0,0,0,none,1311.8,1480.6,23625,DeflateCompressor,0,481,1013.4,0,none,0.1653,12.0,420.1,0,481,,wireless,0,reads_only
52.9,2060,1352.7,0,0,none,650.1,1195.4,30144,DeflateCompressor,0,2060,595.1,0,none,0.13785,15.2,106.3,0,2060,,wireless,0,reads_only
50.8,3237,343.7,0,0,none,215.9,313.3,37062,DeflateCompressor,0,3237,147.7,0,none,0.11989,17.3,61.2,0,3237,,wireless,0,reads_only
48.5,3303,309.9,0,0,none,213.0,294.1,44333,DeflateCompressor,0,3303,153.0,0,none,0.10567,19.5,60.9,0,3303,,wireless,0,reads_only
52.7,3102,334.2,0,0,none,224.0,291.0,46137,DeflateCompressor,0,3102,149.8,0,none,0.1449,20.1,65.4,0,3102,,wireless,0,reads_only
52.2,2682,341.3,0,0,none,217.4,278.7,5367,DeflateCompressor,0,2682,166.9,0,none,0.0,2.0,67.1,0,2682,,wireless,0,reads_only
49.4,3121,408.4,0,0,none,211.7,271.6,13140,DeflateCompressor,0,3121,156.5,0,none,0.05062,4.5,63.7,0,3121,,wireless,0,reads_only
51.6,3164,342.4,0,0,none,196.2,262.0,20221,DeflateCompressor,0,3164,151.4,0,none,0.03817,6.7,62.7,0,3164,,wireless,0,reads_only
50.1,3226,339.5,0,0,none,219.7,301.2,27331,DeflateCompressor,0,3226,156.5,0,none,0.03172,8.9,62.2,0,3226,,wireless,0,reads_only
51.1,3220,340.5,0,0,none,222.7,307.5,34517,DeflateCompressor,0,3220,151.3,0,none,0.02649,11.2,62.1,0,3220,,wireless,0,reads_only
50.8,3243,299.1,0,0,none,203.4,257.6,41593,DeflateCompressor,0,3243,144.6,0,none,0.02233,13.3,61.1,0,3243,,wireless,0,reads_only
52.9,3284,333.7,0,0,none,195.2,272.1,49040,DeflateCompressor,0,3284,147.8,0,none,0.01998,15.6,61.9,0,3284,,wireless,0,reads_only
49.8,3212,288.1,0,0,none,195.7,263.7,55964,DeflateCompressor,0,3212,150.9,0,none,0.01748,17.8,62.2,0,3212,,wireless,0,reads_only
49.9,3084,336.3,0,0,none,234.4,307.5,62878,DeflateCompressor,0,3084,168.2,0,none,0.01572,20.0,65.2,0,3084,,wireless,0,reads_only
54.1,2610,389.8,0,0,none,225.2,290.2,5221,DeflateCompressor,0,2610,157.7,0,none,0.0,2.0,66.9,0,2610,,wireless,0,reads_only
53.3,3037,343.1,0,0,none,226.4,288.4,12348,DeflateCompressor,0,3037,161.3,0,none,0.03279,4.3,65.4,0,3037,,wireless,0,reads_only
62.4,2464,617.1,0,0,none,370.9,518.3,18161,DeflateCompressor,0,2464,232.0,0,none,0.02255,6.7,81.1,0,2464,,wireless,0,reads_only
63.2,2684,368.8,0,0,none,230.8,316.4,23998,DeflateCompressor,0,2684,164.5,0,none,0.01956,8.9,73.2,0,2684,,wireless,0,reads_only
61.9,2003,583.0,0,0,none,456.4,515.9,28511,DeflateCompressor,0,2003,248.9,0,none,0.03913,11.1,88.7,0,2003,,wireless,0,reads_only
690.5,339,1567.6,0,0,none,1387.3,1489.0,29693,DeflateCompressor,0,339,1328.5,0,none,0.1471,14.6,539.3,0,339,,wireless,0,reads_only
105.6,777,1543.5,0,0,none,1249.9,1529.9,31951,DeflateCompressor,0,777,1092.6,0,none,0.14535,17.5,307.4,0,777,,wireless,0,reads_only
53.7,2956,605.0,0,0,none,234.2,369.6,38887,DeflateCompressor,0,2956,180.2,0,none,0.13236,19.9,68.7,0,2956,,wireless,0,reads_only
64.5,2266,532.4,0,0,none,310.6,400.0,4529,DeflateCompressor,0,2266,214.8,0,none,0.0,2.0,80.4,0,2266,,wireless,0,reads_only
52.2,2934,340.0,0,0,none,245.8,333.7,11474,DeflateCompressor,0,2934,180.0,0,none,0.0366,4.4,68.0,0,2934,,wireless,0,reads_only
55.4,3128,257.2,0,0,none,201.5,246.4,18252,DeflateCompressor,0,3128,143.5,0,none,0.03342,6.5,63.9,0,3128,,wireless,0,reads_only
70.5,2307,598.2,0,0,none,343.4,585.6,23319,DeflateCompressor,0,2307,230.9,0,none,0.02816,8.7,86.3,0,2307,,wireless,0,reads_only
62.0,2734,341.6,0,0,none,241.6,302.5,29235,DeflateCompressor,0,2734,180.2,0,none,0.02286,10.9,73.6,0,2734,,wireless,0,reads_only
56.8,2629,409.5,0,0,none,369.1,402.7,35090,DeflateCompressor,0,2629,193.1,0,none,0.01944,13.1,74.7,0,2629,,wireless,0,reads_only
51.3,3313,305.4,0,0,none,199.9,248.4,42328,DeflateCompressor,0,3313,140.5,0,none,0.0276,15.3,61.2,0,3313,,wireless,0,reads_only
59.2,2701,396.6,0,0,none,273.7,380.4,48666,DeflateCompressor,0,2701,185.9,0,none,0.02457,17.7,74.6,0,2701,,wireless,0,reads_only
48.8,3304,316.1,0,0,none,192.3,254.0,55753,DeflateCompressor,0,3304,150.1,0,none,0.02686,19.8,60.5,0,3304,,wireless,0,reads_only
52.9,2853,322.7,0,0,none,210.2,277.1,5708,DeflateCompressor,0,2853,150.7,0,none,0.0,2.0,63.2,0,2853,,wireless,0,reads_only
49.3,3128,338.4,0,0,none,222.2,281.0,12821,DeflateCompressor,0,3128,167.2,0,none,0.02735,4.3,64.1,0,3128,,wireless,0,reads_only
53.8,3055,370.9,0,0,none,220.6,323.0,19620,DeflateCompressor,0,3055,156.6,0,none,0.02045,6.5,65.1,0,3055,,wireless,0,reads_only
49.9,3097,420.0,0,0,none,233.6,317.7,26806,DeflateCompressor,0,3097,168.6,0,none,0.01928,8.8,64.8,0,3097,,wireless,0,reads_only
55.9,2960,342.6,0,0,none,233.4,280.2,33469,DeflateCompressor,0,2960,170.3,0,none,0.01703,11.1,68.1,0,2960,,wireless,0,reads_only
49.2,3184,330.8,0,0,none,203.2,276.0,40289,DeflateCompressor,0,3184,149.4,0,none,0.01563,13.2,61.7,0,3184,,wireless,0,reads_only
50.3,1026,1501.6,0,0,none,1377.8,1489.0,42635,DeflateCompressor,0,1026,869.8,0,none,0.02771,15.5,154.8,0,1026,,wireless,0,reads_only
503.1,520,2590.0,0,0,none,1443.9,1606.4,44247,DeflateCompressor,0,520,1131.4,0,none,0.0277,18.6,418.1,0,520,,wireless,0,reads_only
77.6,1015,1258.3,0,0,none,799.0,1113.6,45718,DeflateCompressor,0,1015,566.2,0,none,0.11412,20.0,230.7,0,1015,,wireless,0,reads_only
53.9,2614,391.4,0,0,none,243.7,343.7,5223,DeflateCompressor,0,2614,172.0,0,none,0.0,2.0,69.4,0,2614,,wireless,0,reads_only
50.5,3200,396.9,0,0,none,204.2,267.3,12463,DeflateCompressor,0,3200,147.6,0,none,0.06255,4.3,62.7,0,3200,,wireless,0,reads_only
52.6,3139,375.4,0,0,none,204.3,291.2,19388,DeflateCompressor,0,3139,158.6,0,none,0.04398,6.5,63.8,0,3139,,wireless,0,reads_only
49.8,3195,322.4,0,0,none,225.4,289.7,26515,DeflateCompressor,0,3195,156.0,0,none,0.03327,8.7,62.2,0,3195,,wireless,0,reads_only
55.3,2978,365.4,0,0,none,254.3,337.6,32852,DeflateCompressor,0,2978,167.9,0,none,0.02691,10.8,67.3,0,2978,,wireless,0,reads_only
52.4,3283,337.1,0,0,none,187.7,248.4,40202,DeflateCompressor,0,3283,142.3,0,none,0.02392,13.1,61.0,0,3283,,wireless,0,reads_only
53.5,3126,343.4,0,0,none,216.0,307.2,46851,DeflateCompressor,0,3126,153.9,0,none,0.02053,15.2,63.9,0,3126,,wireless,0,reads_only
53.6,3103,361.5,0,0,none,211.8,272.6,53722,DeflateCompressor,0,3103,148.0,0,none,0.01796,17.4,64.4,0,3103,,wireless,0,reads_only
52.1,3171,364.9,0,0,none,204.7,282.1,60863,DeflateCompressor,0,3171,150.5,0,none,0.01612,19.7,63.1,0,3171,,wireless,0,reads_only
55.2,3224,216.9,0,0,none,200.9,208.3,62191,DeflateCompressor,0,3224,151.5,0,none,0.07461,20.1,63.1,0,3224,,wireless,0,reads_only
51.7,2684,325.6,0,0,none,213.4,305.1,5367,DeflateCompressor,0,2684,149.4,0,none,0.0,2.0,63.1,0,2684,,wireless,0,reads_only
57.8,2933,445.9,0,0,none,218.1,305.4,11825,DeflateCompressor,0,2933,155.7,0,none,0.04851,4.2,67.5,0,2933,,wireless,0,reads_only
54.2,3005,401.1,0,0,none,215.7,290.5,18246,DeflateCompressor,0,3005,167.1,0,none,0.0373,6.3,67.3,0,3005,,wireless,0,reads_only
49.9,3145,306.7,0,0,none,202.5,256.0,25427,DeflateCompressor,0,3145,160.7,0,none,0.0285,8.6,63.2,0,3145,,wireless,0,reads_only
