med,row/s,max,sum ms,errors,compaction,.99,.999,total ops,compression,mb,pk/s,.95,max ms,rf,stderr,time,mean,sdv ms,op/s,type,network_type,gc: #,op
92.6,1876,496.8,0,0,none,296.5,427.3,7497,none,0,1876,207.6,0,replication_3,0.0,4.0,101.3,0,1876,,wired,0,writes_only
80.2,2261,431.5,0,0,none,267.0,353.9,17209,none,0,2261,184.5,0,replication_3,0.05635,8.3,87.6,0,2261,,wired,0,writes_only
82.9,2203,434.9,0,0,none,263.3,354.4,26175,none,0,2203,198.4,0,replication_3,0.04009,12.4,91.7,0,2203,,wired,0,writes_only
67.6,2687,313.0,0,0,none,212.3,275.8,37371,none,0,2687,156.0,0,replication_3,0.05397,16.5,73.9,0,2687,,wired,0,writes_only
68.7,2555,399.5,0,0,none,232.7,301.5,48307,none,0,2555,174.9,0,replication_3,0.04738,20.8,78.5,0,2555,,wired,0,writes_only
66.9,2654,398.7,0,0,none,237.8,293.3,59863,none,0,2654,160.0,0,replication_3,0.04367,25.2,75.4,0,2654,,wired,0,writes_only
71.8,2519,420.0,0,0,none,213.9,300.7,70187,none,0,2519,166.1,0,replication_3,0.03813,29.3,79.4,0,2519,,wired,0,writes_only
70.7,2597,322.7,0,0,none,202.0,306.4,72263,none,0,2597,153.6,0,replication_3,0.07598,30.1,77.2,0,2597,,wired,0,writes_only
32.2,3267,518.3,0,0,none,270.3,394.8,13070,none,0,3267,191.4,0,none,0.0,4.0,58.6,0,3267,,wired,0,reads_only
24.2,3477,499.6,0,0,none,261.9,359.7,28175,none,0,3477,194.4,0,none,0.01612,8.3,57.1,0,3477,,wired,0,reads_only
32.2,3806,377.2,0,0,none,243.7,325.1,44460,none,0,3806,169.2,0,none,0.02521,12.6,52.2,0,3806,,wired,0,reads_only
30.8,3597,454.3,0,0,none,255.9,341.8,59736,none,0,3597,184.7,0,none,0.01927,16.9,56.0,0,3597,,wired,0,reads_only
29.9,3689,465.3,0,0,none,255.3,356.0,75361,none,0,3689,175.4,0,none,0.01712,21.1,54.0,0,3689,,wired,0,reads_only
25.6,3566,481.3,0,0,none,260.0,346.6,90333,none,0,3566,187.2,0,none,0.01428,25.3,55.8,0,3566,,wired,0,reads_only
24.9,3557,443.5,0,0,none,260.7,353.4,105829,none,0,3557,189.9,0,none,0.01237,29.7,56.1,0,3557,,wired,0,reads_only
38.3,3297,408.4,0,0,none,237.1,333.2,107202,none,0,3297,205.7,0,none,0.78413,30.1,64.8,0,3297,,wired,0,reads_only
87.2,2003,385.1,0,0,none,251.9,337.1,8013,none,0,2003,189.8,0,none,0.0,4.0,95.4,0,2003,,wired,0,writes_only
80.8,2237,403.7,0,0,none,264.2,321.1,17810,none,0,2237,189.4,0,none,0.0375,8.4,89.8,0,2237,,wired,0,writes_only
68.7,2479,418.6,0,0,none,247.1,276.3,28338,none,0,2479,177.9,0,none,0.05087,12.6,80.2,0,2479,,wired,0,writes_only
72.6,2462,440.9,0,0,none,238.8,289.4,38470,none,0,2462,174.3,0,none,0.04409,16.7,81.3,0,2462,,wired,0,writes_only
78.0,2269,540.5,0,0,none,275.5,348.9,48289,none,0,2269,201.5,0,none,0.03529,21.1,88.2,0,2269,,wired,0,writes_only
79.7,2266,380.6,0,0,none,255.6,319.0,57882,none,0,2266,194.2,0,none,0.02981,25.3,88.6,0,2266,,wired,0,writes_only
71.0,2647,338.7,0,0,none,213.6,272.1,69093,none,0,2647,148.1,0,none,0.03028,29.5,75.1,0,2647,,wired,0,writes_only
78.6,2244,307.0,0,0,none,258.7,292.3,70240,none,0,2244,208.1,0,none,0.12131,30.0,92.2,0,2244,,wired,0,writes_only
26.3,2562,536.1,0,0,none,337.6,459.0,10248,none,0,2562,248.8,0,replication_1,0.0,4.0,73.1,0,2562,,wired,0,reads_only
20.3,2833,688.4,0,0,none,353.1,460.3,22803,none,0,2833,250.2,0,replication_1,0.0444,8.4,70.2,0,2833,,wired,0,reads_only
24.2,3015,569.9,0,0,none,323.5,436.5,35884,none,0,3015,236.7,0,replication_1,0.03889,12.8,66.7,0,3015,,wired,0,reads_only
29.9,3045,550.0,0,0,none,319.3,399.0,49288,none,0,3045,224.3,0,replication_1,0.03202,17.2,65.8,0,3045,,wired,0,reads_only
27.4,3835,461.6,0,0,none,259.7,392.7,65453,none,0,3835,172.6,0,replication_1,0.05594,21.4,52.2,0,3835,,wired,0,reads_only
27.4,3998,463.2,0,0,none,247.3,363.6,82914,none,0,3998,169.1,0,replication_1,0.0597,25.8,50.2,0,3998,,wired,0,reads_only
35.2,3601,403.7,0,0,none,240.9,315.4,98105,none,0,3601,169.9,0,replication_1,0.05174,30.0,55.2,0,3601,,wired,0,reads_only
98.0,1696,499.4,0,0,none,337.1,423.1,6784,none,0,1696,233.4,0,replication_1,0.0,4.0,108.8,0,1696,,wired,0,writes_only
116.9,1593,632.8,0,0,none,358.1,521.1,13826,none,0,1593,272.6,0,replication_1,0.01461,8.4,126.4,0,1593,,wired,0,writes_only
75.4,2374,365.7,0,0,none,253.6,307.0,23937,none,0,2374,180.2,0,replication_1,0.08961,12.7,84.0,0,2374,,wired,0,writes_only
68.6,2650,512.8,0,0,none,220.1,281.8,35836,none,0,2650,161.2,0,replication_1,0.10018,17.2,75.4,0,2650,,wired,0,writes_only
78.0,2269,398.2,0,0,none,254.8,331.4,45235,none,0,2269,186.0,0,replication_1,0.07999,21.3,88.0,0,2269,,wired,0,writes_only
72.2,2505,367.5,0,0,none,220.6,278.9,55439,none,0,2505,155.1,0,replication_1,0.06902,25.4,79.3,0,2505,,wired,0,writes_only
65.1,2787,337.1,0,0,none,204.3,280.2,67235,none,0,2787,156.1,0,replication_1,0.06493,29.6,72.0,0,2787,,wired,0,writes_only
68.5,2955,220.5,0,0,none,205.7,217.1,68431,none,0,2955,183.5,0,replication_1,0.16057,30.0,73.8,0,2955,,wired,0,writes_only
24.1,2699,654.8,0,0,none,406.6,521.1,10752,none,0,2699,269.2,0,replication_2,0.0,4.0,70.2,0,2699,,wired,0,reads_only
17.8,2349,676.9,0,0,none,409.2,568.3,21305,none,0,2349,303.3,0,replication_2,0.05462,8.5,85.3,0,2349,,wired,0,reads_only
20.7,2027,714.6,0,0,none,501.5,589.3,30263,none,0,2027,351.8,0,replication_2,0.06842,12.9,97.1,0,2027,,wired,0,reads_only
18.2,2564,807.9,0,0,none,404.5,531.9,41731,none,0,2564,283.4,0,replication_2,0.05552,17.4,79.2,0,2564,,wired,0,reads_only
30.0,3763,409.2,0,0,none,262.5,353.6,57624,none,0,3763,178.0,0,replication_2,0.08354,21.6,53.9,0,3763,,wired,0,reads_only
34.5,3621,409.2,0,0,none,252.7,326.1,73321,none,0,3621,174.3,0,replication_2,0.07752,25.9,55.3,0,3621,,wired,0,reads_only
28.3,3587,501.0,0,0,none,263.7,380.6,88230,none,0,3587,189.7,0,replication_2,0.07126,30.1,55.6,0,3587,,wired,0,reads_only
91.4,1847,389.5,0,0,none,283.6,344.7,7351,none,0,1847,213.6,0,replication_2,0.0,4.0,103.7,0,1847,,wired,0,writes_only
76.2,2318,389.5,0,0,none,265.2,347.1,17512,none,0,2318,184.8,0,replication_2,0.07647,8.4,86.7,0,2318,,wired,0,writes_only
68.5,2526,477.4,0,0,none,243.3,385.6,27962,none,0,2526,175.1,0,replication_2,0.07737,12.5,79.4,0,2526,,wired,0,writes_only
69.5,2373,423.4,0,0,none,261.5,337.6,38057,none,0,2373,198.6,0,replication_2,0.05864,16.8,83.7,0,2373,,wired,0,writes_only
75.2,2354,419.7,0,0,none,232.5,342.9,47948,none,0,2354,177.6,0,replication_2,0.04704,21.0,85.0,0,2354,,wired,0,writes_only
66.7,2664,343.9,0,0,none,224.4,278.9,59078,none,0,2664,162.4,0,replication_2,0.0438,25.1,75.4,0,2664,,wired,0,writes_only
66.7,2753,363.1,0,0,none,197.0,260.6,70399,none,0,2753,148.5,0,replication_2,0.0422,29.2,72.2,0,2753,,wired,0,writes_only
76.7,2682,260.0,0,0,none,185.6,222.8,72383,none,0,2682,154.1,0,replication_2,0.06985,30.0,79.8,0,2682,,wired,0,writes_only
35.4,3991,337.9,0,0,none,191.9,270.0,15963,none,0,3991,135.8,0,replication_3,0.0,4.0,47.5,0,3991,,wired,0,reads_only
29.5,3649,449.3,0,0,none,253.1,347.9,32012,none,0,3649,180.0,0,replication_3,0.02472,8.4,54.4,0,3649,,wired,0,reads_only
27.3,3747,479.7,0,0,none,247.5,333.4,47932,none,0,3747,175.1,0,replication_3,0.01649,12.6,52.8,0,3747,,wired,0,reads_only
25.3,3546,412.1,0,0,none,269.0,373.0,62889,none,0,3546,192.2,0,replication_3,0.01952,16.9,57.0,0,3546,,wired,0,reads_only
25.3,3745,461.1,0,0,none,244.7,340.0,78718,none,0,3745,174.3,0,replication_3,0.01579,21.1,53.7,0,3745,,wired,0,reads_only
28.4,3873,526.9,0,0,none,237.2,321.1,94778,none,0,3873,167.1,0,replication_3,0.01651,25.2,51.3,0,3873,,wired,0,reads_only
30.1,3809,401.1,0,0,none,241.6,330.0,110947,none,0,3809,168.7,0,replication_3,0.01415,29.5,52.5,0,3809,,wired,0,reads_only
42.8,3228,395.6,0,0,none,280.2,372.8,112844,none,0,3228,202.5,0,replication_3,0.13549,30.1,64.1,0,3228,,wired,0,reads_only
96.4,1688,554.2,0,0,none,323.0,432.0,6744,none,0,1688,244.2,0,replication_3,0.0,4.0,111.3,0,1688,,wired,0,writes_only
81.7,2159,398.5,0,0,none,309.6,352.3,16107,none,0,2159,199.5,0,replication_3,0.06799,8.3,92.8,0,2159,,wired,0,writes_only
76.1,2258,434.9,0,0,none,243.1,314.3,25306,none,0,2258,197.7,0,replication_3,0.06061,12.4,88.6,0,2258,,wired,0,writes_only
74.0,2508,350.7,0,0,none,210.6,298.8,35682,none,0,2508,165.0,0,replication_3,0.05948,16.5,79.6,0,2508,,wired,0,writes_only
70.3,2607,337.4,0,0,none,213.5,301.2,46663,none,0,2607,158.7,0,replication_3,0.05544,20.8,76.5,0,2607,,wired,0,writes_only
80.0,2221,512.0,0,0,none,266.1,344.2,55757,none,0,2221,199.1,0,replication_3,0.04615,24.8,90.5,0,2221,,wired,0,writes_only
66.5,2656,348.4,0,0,none,213.4,271.8,66688,none,0,2656,157.2,0,replication_3,0.04397,29.0,75.0,0,2656,,wired,0,writes_only
82.4,2349,372.0,0,0,none,217.6,300.7,69273,none,0,2349,172.9,0,replication_3,0.05686,30.1,87.5,0,2349,,wired,0,writes_only
42.7,3016,431.5,0,0,none,280.8,361.5,12063,none,0,3016,194.2,0,none,0.0,4.0,64.8,0,3016,,wired,0,reads_only
29.0,3287,517.2,0,0,none,292.6,396.9,26491,none,0,3287,202.6,0,none,0.03432,8.4,60.9,0,3287,,wired,0,reads_only
22.5,3114,484.2,0,0,none,299.9,402.9,39664,none,0,3114,223.0,0,none,0.02313,12.6,63.0,0,3114,,wired,0,reads_only
23.2,3279,542.1,0,0,none,327.2,439.1,53704,none,0,3279,225.4,0,none,0.02139,16.9,62.4,0,3279,,wired,0,reads_only
35.5,3589,412.4,0,0,none,249.8,346.6,69260,none,0,3589,174.9,0,none,0.02467,21.2,55.3,0,3589,,wired,0,reads_only
30.0,3731,462.2,0,0,none,247.1,333.2,85163,none,0,3731,170.7,0,none,0.029,25.5,53.7,0,3731,,wired,0,reads_only
34.4,3773,444.9,0,0,none,241.4,320.3,100924,none,0,3773,165.5,0,none,0.02931,29.7,53.0,0,3773,,wired,0,reads_only
44.6,3921,277.1,0,0,none,182.5,245.9,102000,none,0,3921,151.9,0,none,-1.0108,29.9,55.9,0,3921,,wired,0,reads_only
83.4,1957,407.4,0,0,none,293.3,352.3,7831,none,0,1957,210.8,0,none,0.0,4.0,96.1,0,1957,,wired,0,writes_only
93.6,1905,481.3,0,0,none,333.2,461.9,16030,none,0,1905,225.3,0,none,0.0056,8.3,104.8,0,1905,,wired,0,writes_only
69.7,2524,342.1,0,0,none,222.8,281.5,26662,none,0,2524,172.1,0,none,0.06764,12.5,79.4,0,2524,,wired,0,writes_only
63.8,2786,377.7,0,0,none,213.4,263.6,38102,none,0,2786,148.0,0,none,0.07691,16.6,71.6,0,2786,,wired,0,writes_only
80.6,2333,426.5,0,0,none,237.6,295.4,48176,none,0,2333,169.7,0,none,0.06139,20.9,86.0,0,2333,,wired,0,writes_only
69.9,2503,379.3,0,0,none,249.2,323.5,58629,none,0,2503,178.8,0,none,0.05193,25.1,79.6,0,2503,,wired,0,writes_only
64.7,2834,322.2,0,0,none,186.3,243.9,70183,none,0,2834,149.3,0,none,0.04992,29.2,70.2,0,2834,,wired,0,writes_only
82.2,2350,421.8,0,0,none,212.6,297.0,72169,none,0,2350,173.4,0,none,0.09127,30.0,90.1,0,2350,,wired,0,writes_only
40.2,3267,496.2,0,0,none,262.7,392.7,13068,none,0,3267,174.5,0,replication_1,0.0,4.0,58.3,0,3267,,wired,0,reads_only
34.6,3769,379.6,0,0,none,233.8,299.9,29527,none,0,3769,164.1,0,replication_1,0.03583,8.4,52.7,0,3769,,wired,0,reads_only
34.4,3549,507.0,0,0,none,266.5,376.2,44461,none,0,3549,173.0,0,replication_1,0.02478,12.6,56.9,0,3549,,wired,0,reads_only
23.6,3128,530.6,0,0,none,321.1,422.6,57488,none,0,3128,228.9,0,replication_1,0.02856,16.7,62.9,0,3128,,wired,0,reads_only
23.5,2956,732.4,0,0,none,353.4,452.2,71419,none,0,2956,255.1,0,replication_1,0.02906,21.5,68.2,0,2956,,wired,0,reads_only
29.1,3814,476.6,0,0,none,237.9,323.7,87546,none,0,3814,171.6,0,replication_1,0.03084,25.7,52.8,0,3814,,wired,0,reads_only
26.6,3596,561.5,0,0,none,286.0,425.7,102551,none,0,3596,192.2,0,replication_1,0.02777,29.9,55.2,0,3596,,wired,0,reads_only
56.5,3258,371.2,0,0,none,250.0,282.3,103289,none,0,3258,200.5,0,replication_1,0.37933,30.1,66.8,0,3258,,wired,0,reads_only
92.5,1802,542.1,0,0,none,329.0,403.4,7211,none,0,1802,219.2,0,replication_1,0.0,4.0,103.2,0,1802,,wired,0,writes_only
82.0,2149,468.5,0,0,none,316.7,387.2,16539,none,0,2149,206.8,0,replication_1,0.05098,8.3,93.1,0,2149,,wired,0,writes_only
67.3,2702,445.9,0,0,none,212.5,350.7,27919,none,0,2702,161.6,0,replication_1,0.08952,12.6,74.7,0,2702,,wired,0,writes_only
65.6,2580,383.0,0,0,none,238.6,356.3,38822,none,0,2580,181.5,0,replication_1,0.07069,16.8,77.4,0,2580,,wired,0,writes_only
80.3,2274,417.1,0,0,none,228.6,294.1,48309,none,0,2274,180.1,0,replication_1,0.05698,21.0,87.4,0,2274,,wired,0,writes_only
66.2,2828,299.6,0,0,none,192.5,238.3,60109,none,0,2828,141.3,0,replication_1,0.05342,25.1,70.7,0,2828,,wired,0,writes_only
66.0,2722,385.1,0,0,none,203.8,283.9,71291,none,0,2722,157.8,0,replication_1,0.04807,29.2,73.6,0,2722,,wired,0,writes_only
86.4,2089,366.7,0,0,none,253.1,335.5,72978,none,0,2089,193.5,0,replication_1,0.06111,30.0,97.9,0,2089,,wired,0,writes_only
34.1,3000,763.4,0,0,none,565.2,687.9,12001,none,0,3000,192.5,0,replication_2,0.0,4.0,63.1,0,3000,,wired,0,reads_only
28.8,3630,477.4,0,0,none,282.1,375.1,27538,none,0,3630,185.2,0,replication_2,0.03434,8.3,55.3,0,3630,,wired,0,reads_only
29.4,3866,385.4,0,0,none,247.5,332.4,43623,none,0,3866,165.2,0,replication_2,0.0332,12.4,51.4,0,3866,,wired,0,reads_only
26.6,3765,512.5,0,0,none,260.4,356.5,59461,none,0,3765,175.5,0,replication_2,0.02838,16.6,52.9,0,3765,,wired,0,reads_only
28.6,3773,437.0,0,0,none,251.5,344.5,75272,none,0,3773,175.6,0,replication_2,0.02322,20.8,53.7,0,3773,,wired,0,reads_only
28.5,3645,415.5,0,0,none,253.4,361.8,90738,none,0,3645,181.4,0,replication_2,0.01958,25.1,54.5,0,3645,,wired,0,reads_only
32.4,3494,497.8,0,0,none,268.7,397.9,106131,none,0,3494,187.4,0,replication_2,0.01766,29.5,57.2,0,3494,,wired,0,reads_only
30.2,3150,362.3,0,0,none,267.4,347.3,107903,none,0,3150,204.9,0,replication_2,0.1202,30.0,64.9,0,3150,,wired,0,reads_only
99.7,1719,580.4,0,0,none,308.5,416.3,6879,none,0,1719,223.9,0,replication_2,0.0,4.0,108.6,0,1719,,wired,0,writes_only
84.4,2242,445.6,0,0,none,237.0,308.8,16449,none,0,2242,183.0,0,replication_2,0.07709,8.3,90.3,0,2242,,wired,0,writes_only
78.5,2167,459.3,0,0,none,305.9,372.5,25571,none,0,2167,213.8,0,replication_2,0.05417,12.5,92.3,0,2167,,wired,0,writes_only
71.4,2483,485.5,0,0,none,243.0,321.7,36105,none,0,2483,171.4,0,replication_2,0.05804,16.7,80.3,0,2483,,wired,0,writes_only
89.6,2068,478.7,0,0,none,288.4,353.6,44630,none,0,2068,191.5,0,replication_2,0.04737,20.8,96.6,0,2068,,wired,0,writes_only
75.8,2296,367.0,0,0,none,250.7,319.6,54146,none,0,2296,190.3,0,replication_2,0.03971,25.0,87.4,0,2296,,wired,0,writes_only
70.1,2647,267.4,0,0,none,198.0,239.1,65365,none,0,2647,152.2,0,replication_2,0.0392,29.2,75.0,0,2647,,wired,0,writes_only
79.3,2522,285.5,0,0,none,199.4,240.3,67434,none,0,2522,158.6,0,replication_2,0.06846,30.0,82.3,0,2522,,wired,0,writes_only
31.8,2785,658.5,0,0,none,423.9,574.1,11144,none,0,2785,219.7,0,replication_3,0.0,4.0,67.7,0,2785,,wired,0,reads_only
28.7,3386,491.5,0,0,none,275.0,371.5,25624,none,0,3386,199.2,0,replication_3,0.04855,8.3,58.8,0,3386,,wired,0,reads_only
28.9,3513,508.6,0,0,none,257.4,352.3,41392,none,0,3513,191.1,0,replication_3,0.04199,12.8,56.8,0,3513,,wired,0,reads_only
31.0,3419,544.7,0,0,none,275.3,350.0,55966,none,0,3419,190.2,0,replication_3,0.03337,17.0,58.3,0,3419,,wired,0,reads_only
30.3,3290,589.8,0,0,none,281.5,378.8,70062,none,0,3290,209.3,0,replication_3,0.02675,21.3,61.4,0,3290,,wired,0,reads_only
22.2,3489,453.8,0,0,none,272.4,336.9,84790,none,0,3489,190.4,0,replication_3,0.02283,25.5,56.3,0,3489,,wired,0,reads_only
26.0,3549,550.0,0,0,none,295.4,427.3,100568,none,0,3549,192.5,0,replication_3,0.02129,30.0,55.9,0,3549,,wired,0,reads_only
87.6,1921,417.1,0,0,none,309.6,347.6,7683,none,0,1921,211.7,0,replication_3,0.0,4.0,98.2,0,1921,,wired,0,writes_only
85.5,2116,513.0,0,0,none,268.7,375.4,16845,none,0,2116,196.3,0,replication_3,0.0398,8.3,94.9,0,2116,,wired,0,writes_only
75.0,2341,397.4,0,0,none,268.7,345.8,26838,none,0,2341,193.1,0,replication_3,0.04353,12.6,85.7,0,2341,,wired,0,writes_only
64.4,2750,408.9,0,0,none,217.1,289.9,38537,none,0,2750,161.7,0,replication_3,0.06444,16.9,72.3,0,2750,,wired,0,writes_only
76.3,2420,323.2,0,0,none,213.4,277.3,48830,none,0,2420,165.7,0,replication_3,0.05153,21.1,82.3,0,2420,,wired,0,writes_only
75.6,2397,413.7,0,0,none,240.8,297.5,59135,none,0,2397,180.2,0,replication_3,0.04304,25.4,83.6,0,2397,,wired,0,writes_only
68.1,2604,435.2,0,0,none,252.8,321.4,69856,none,0,2604,166.3,0,replication_3,0.04003,29.5,76.7,0,2604,,wired,0,writes_only
91.2,2287,276.3,0,0,none,221.5,272.4,71031,none,0,2287,156.1,0,replication_3,0.09864,30.0,93.2,0,2287,,wired,0,writes_only
