ram,wl,RunTime(s),dbs,ld,nm,Throughput(ops/sec),RunTime(ms),lt,n,rf,t,nt
1GB,c,20.407,500,False,nodal, 490.02793159210074, 20407.0,1,6,1,3,vm
1GB,f,637.166,1000,True,nodal, 1569.449719539335, 637166.0,1,1,1,2,vm
1GB,a,29.763,500,False,nodal, 335.9876356550079, 29763.0,1,6,1,4,vm
1GB,c,1256.248,800,True,nodal, 636.8169342359153, 1256248.0,1,6,1,2,vm
1GB,a,457.666,800,True,nodal, 1747.9996329200771, 457666.0,1,1,1,3,vm
1GB,a,454.856,800,True,nodal, 1758.7983889406757, 454856.0,1,1,1,4,vm
1GB,c,838.372,800,True,nodal, 954.2303416621738, 838372.0,1,3,1,1,vm
1GB,f,555.191,1000,True,nodal, 1801.1819355861317, 555191.0,1,1,1,5,vm
1GB,f,1310.566,800,True,nodal, 610.4232827648513, 1310566.0,1,6,1,1,vm
1GB,f,32.117,800,False,nodal, 311.36158420774046, 32117.0,1,6,1,4,vm
1GB,a,19.188,500,False,nodal, 521.1590577444236, 19188.0,1,3,1,3,vm
1GB,f,22.253,800,False,nodal, 449.3776120073698, 22253.0,1,1,1,4,vm
1GB,f,20.032,500,False,nodal, 499.20127795527156, 20032.0,1,1,1,5,vm
1GB,c,632.755,1000,True,nodal, 1580.390514496132, 632755.0,1,1,1,5,vm
1GB,f,446.811,800,True,nodal, 1790.466215021564, 446811.0,1,1,1,1,vm
1GB,c,17.825,800,False,nodal, 561.0098176718093, 17825.0,1,1,1,3,vm
1GB,a,1216.714,800,True,nodal, 657.5086667861141, 1216714.0,1,6,1,5,vm
1GB,a,1055.33,1000,True,nodal, 947.5709019927416, 1055330.0,1,3,1,2,vm
1GB,a,1572.436,1000,True,nodal, 635.9559307978194, 1572436.0,1,6,1,5,vm
1GB,c,1318.39,800,True,nodal, 606.8007190588521, 1318390.0,1,6,1,3,vm
1GB,a,18.102,800,False,nodal, 552.4251463926638, 18102.0,1,1,1,5,vm
1GB,c,845.486,500,True,nodal, 591.3758477372777, 845486.0,1,6,1,3,vm
1GB,c,19.123,1000,False,nodal, 522.9305025362129, 19123.0,1,1,1,4,vm
1GB,a,24.749,800,False,nodal, 404.0567295648309, 24749.0,1,6,1,3,vm
1GB,f,812.028,500,True,nodal, 615.7423143044329, 812028.0,1,6,1,4,vm
1GB,a,839.077,800,True,nodal, 953.4285887945922, 839077.0,1,3,1,5,vm
1GB,f,318.771,500,True,nodal, 1568.524112921188, 318771.0,1,1,1,2,vm
1GB,a,1176.449,1000,True,nodal, 850.0155977862194, 1176449.0,1,3,1,1,vm
1GB,a,22.861,500,False,nodal, 437.4261843313941, 22861.0,1,3,1,2,vm
1GB,a,581.64,500,True,nodal, 859.6382642184169, 581640.0,1,3,1,2,vm
1GB,a,518.226,500,True,nodal, 964.8300162477375, 518226.0,1,3,1,5,vm
1GB,f,47.893,1000,False,nodal, 208.79878061512122, 47893.0,1,6,1,2,vm
1GB,f,58.367,1000,False,nodal, 171.3296897219319, 58367.0,1,6,1,5,vm
1GB,a,17.978,1000,False,nodal, 556.2353988207809, 17978.0,1,1,1,3,vm
1GB,c,22.802,1000,False,nodal, 438.5580212262082, 22802.0,1,3,1,5,vm
1GB,c,18.105,800,False,nodal, 552.3336095001381, 18105.0,1,3,1,2,vm
1GB,c,19.189,800,False,nodal, 521.1318984835061, 19189.0,1,1,1,2,vm
1GB,c,608.519,500,True,nodal, 821.6670309390504, 608519.0,1,3,1,4,vm
1GB,a,43.763,1000,False,nodal, 228.50353037954437, 43763.0,1,3,1,5,vm
1GB,a,275.07,500,True,nodal, 1817.7191260406441, 275070.0,1,1,1,1,vm
1GB,f,896.123,800,True,nodal, 892.7345911219777, 896123.0,1,3,1,3,vm
1GB,f,563.882,500,True,nodal, 886.7103401066181, 563882.0,1,3,1,1,vm
1GB,c,25.624,800,False,nodal, 390.2591320636903, 25624.0,1,3,1,5,vm
1GB,f,345.812,500,True,nodal, 1445.8723236903288, 345812.0,1,1,1,3,vm
1GB,c,1259.865,800,True,nodal, 634.98866942093, 1259865.0,1,6,1,1,vm
1GB,a,813.897,500,True,nodal, 614.3283486731121, 813897.0,1,6,1,4,vm
1GB,c,29.555,800,False,nodal, 338.3522246658772, 29555.0,1,1,1,1,vm
1GB,f,58.116,1000,False,nodal, 172.06965379585657, 58116.0,1,3,1,1,vm
1GB,a,348.311,500,True,nodal, 1435.4987353256142, 348311.0,1,1,1,5,vm
1GB,a,527.456,500,True,nodal, 947.9463689862282, 527456.0,1,3,1,3,vm
1GB,c,22.928,500,False,nodal, 436.1479413817167, 22928.0,1,1,1,1,vm
1GB,f,20.777,800,False,nodal, 481.3014390913029, 20777.0,1,1,1,5,vm
1GB,f,27.908,1000,False,nodal, 358.32019492618605, 27908.0,1,3,1,3,vm
1GB,a,351.54,500,True,nodal, 1422.3132502702395, 351540.0,1,1,1,4,vm
1GB,a,532.007,1000,True,nodal, 1879.6745155608855, 532007.0,1,1,1,3,vm
1GB,c,341.474,500,True,nodal, 1464.2403228357064, 341474.0,1,1,1,1,vm
1GB,c,30.384,500,False,nodal, 329.1205897840969, 30384.0,1,6,1,2,vm
1GB,f,870.992,800,True,nodal, 918.4929367893161, 870992.0,1,3,1,5,vm
1GB,a,18.552,800,False,nodal, 539.0254420008624, 18552.0,1,1,1,3,vm
1GB,f,776.503,800,True,nodal, 1030.2600247519972, 776503.0,1,3,1,1,vm
1GB,a,17.815,800,False,nodal, 561.324726354196, 17815.0,1,1,1,2,vm
1GB,c,44.186,800,False,nodal, 226.3160277010818, 44186.0,1,6,1,2,vm
1GB,a,464.393,800,True,nodal, 1722.6788517484113, 464393.0,1,1,1,1,vm
1GB,c,27.078,500,False,nodal, 369.30349361104953, 27078.0,1,6,1,4,vm
1GB,f,1541.498,1000,True,nodal, 648.719622081897, 1541498.0,1,6,1,2,vm
1GB,a,16.015,500,False,nodal, 624.4146113019044, 16015.0,1,1,1,2,vm
1GB,f,341.01,500,True,nodal, 1466.2326617987742, 341010.0,1,1,1,5,vm
1GB,c,47.952,1000,False,nodal, 208.54187520854188, 47952.0,1,6,1,3,vm
1GB,c,347.606,500,True,nodal, 1438.4101540249592, 347606.0,1,1,1,4,vm
1GB,a,453.763,800,True,nodal, 1763.034888256645, 453763.0,1,1,1,2,vm
1GB,a,30.351,500,False,nodal, 329.4784356363876, 30351.0,1,3,1,5,vm
1GB,f,37.627,800,False,nodal, 265.76660376857046, 37627.0,1,1,1,1,vm
1GB,c,1051.006,1000,True,nodal, 951.469354123573, 1051006.0,1,3,1,4,vm
1GB,a,890.974,800,True,nodal, 897.8937656991113, 890974.0,1,3,1,4,vm
1GB,c,348.899,500,True,nodal, 1433.0794871868363, 348899.0,1,1,1,3,vm
1GB,a,810.167,500,True,nodal, 617.1567096660318, 810167.0,1,6,1,2,vm
1GB,c,23.547,800,False,nodal, 424.68254979402894, 23547.0,1,6,1,5,vm
1GB,f,22.822,800,False,nodal, 438.1736920515292, 22822.0,1,3,1,5,vm
1GB,a,29.261,500,False,nodal, 341.7518198284406, 29261.0,1,6,1,1,vm
1GB,c,29.217,1000,False,nodal, 342.2664886880925, 29217.0,1,6,1,5,vm
1GB,f,27.53,1000,False,nodal, 363.24010170722846, 27530.0,1,3,1,4,vm
1GB,c,528.633,1000,True,nodal, 1891.6715377208764, 528633.0,1,1,1,1,vm
1GB,a,1534.222,1000,True,nodal, 651.7961546634059, 1534222.0,1,6,1,1,vm
1GB,f,47.32,500,False,nodal, 211.3271344040575, 47320.0,1,3,1,3,vm
1GB,c,18.908,800,False,nodal, 528.8766659614978, 18908.0,1,1,1,5,vm
1GB,c,32.879,500,False,nodal, 304.1455032087351, 32879.0,1,6,1,1,vm
1GB,f,1060.164,1000,True,nodal, 943.2502895778389, 1060164.0,1,3,1,2,vm
1GB,f,1607.814,1000,True,nodal, 621.9624906861117, 1607814.0,1,6,1,3,vm
1GB,c,532.975,500,True,nodal, 938.130306299545, 532975.0,1,3,1,2,vm
1GB,c,453.908,800,True,nodal, 1762.4716902984746, 453908.0,1,1,1,2,vm
1GB,a,30.6,1000,False,nodal, 326.797385620915, 30600.0,1,6,1,1,vm
1GB,f,543.5,500,True,nodal, 919.9632014719411, 543500.0,1,3,1,5,vm
1GB,f,19.469,500,False,nodal, 513.6370640505419, 19469.0,1,1,1,3,vm
1GB,f,56.859,800,False,nodal, 175.87365236813872, 56859.0,1,6,1,5,vm
1GB,c,528.568,1000,True,nodal, 1891.9041637026835, 528568.0,1,1,1,2,vm
1GB,a,528.812,1000,True,nodal, 1891.0312171433327, 528812.0,1,1,1,5,vm
1GB,a,345.388,500,True,nodal, 1447.647283634637, 345388.0,1,1,1,2,vm
1GB,f,18.511,800,False,nodal, 540.2193290475933, 18511.0,1,1,1,3,vm
1GB,a,25.775,800,False,nodal, 387.97284190106694, 25775.0,1,6,1,5,vm
1GB,f,530.664,1000,True,nodal, 1884.4315800581912, 530664.0,1,1,1,3,vm
1GB,c,1073.741,1000,True,nodal, 931.3232893220991, 1073741.0,1,3,1,1,vm
1GB,c,30.157,1000,False,nodal, 331.5979706204198, 30157.0,1,6,1,2,vm
1GB,c,20.715,500,False,nodal, 482.7419744146754, 20715.0,1,3,1,2,vm
1GB,a,22.064,800,False,nodal, 453.22697606961566, 22064.0,1,1,1,1,vm
1GB,c,38.754,1000,False,nodal, 258.03787996077824, 38754.0,1,1,1,5,vm
1GB,c,178.575,500,True,nodal, 2799.9440011199777, 178575.0,1,1,1,5,vm
1GB,c,19.394,500,False,nodal, 515.6233886769104, 19394.0,1,1,1,3,vm
1GB,c,45.967,1000,False,nodal, 217.54737094002218, 45967.0,1,1,1,2,vm
1GB,a,41.87,1000,False,nodal, 238.83448770002389, 41870.0,1,3,1,3,vm
1GB,f,755.2,500,True,nodal, 662.0762711864406, 755200.0,1,6,1,3,vm
1GB,a,25.141,800,False,nodal, 397.75665248001275, 25141.0,1,3,1,1,vm
1GB,c,1585.468,1000,True,nodal, 630.728592440844, 1585468.0,1,6,1,1,vm
1GB,c,458.301,800,True,nodal, 1745.5776880259916, 458301.0,1,1,1,5,vm
1GB,a,82.362,500,True,nodal, 309.936621257376, 82362.0,1,6,1,1,vm
1GB,a,25.29,1000,False,nodal, 395.41320680110715, 25290.0,1,1,1,1,vm
1GB,a,1155.914,1000,True,nodal, 865.1162629745811, 1155914.0,1,3,1,4,vm
1GB,c,523.411,500,True,nodal, 955.2722430365429, 523411.0,1,3,1,3,vm
1GB,f,29.737,500,False,nodal, 336.28140027575074, 29737.0,1,6,1,2,vm
1GB,f,456.636,800,True,nodal, 1751.9424662094098, 456636.0,1,1,1,4,vm
1GB,c,714.276,500,True,nodal, 700.0095201294738, 714276.0,1,6,1,2,vm
1GB,a,18.63,500,False,nodal, 536.7686527106817, 18630.0,1,1,1,4,vm
1GB,f,1301.251,800,True,nodal, 614.7929953560074, 1301251.0,1,6,1,3,vm
1GB,c,591.786,500,True,nodal, 844.9000145322802, 591786.0,1,3,1,1,vm
1GB,f,597.986,500,True,nodal, 836.1399765211895, 597986.0,1,3,1,3,vm
1GB,a,814.414,500,True,nodal, 613.9383654996108, 814414.0,1,6,1,3,vm
1GB,a,523.229,1000,True,nodal, 1911.2090499570934, 523229.0,1,1,1,2,vm
1GB,a,38.783,1000,False,nodal, 257.8449320578604, 38783.0,1,6,1,2,vm
1GB,f,24.486,800,False,nodal, 408.39663481172914, 24486.0,1,3,1,4,vm
1GB,f,26.076,500,False,nodal, 383.4944009817457, 26076.0,1,6,1,4,vm
1GB,c,19.508,1000,False,nodal, 512.610211195407, 19508.0,1,1,1,1,vm
1GB,c,34.415,800,False,nodal, 290.5709719599012, 34415.0,1,6,1,1,vm
1GB,f,17.512,800,False,nodal, 571.0370031978072, 17512.0,1,1,1,2,vm
1GB,c,23.666,1000,False,nodal, 422.54711400321133, 23666.0,1,3,1,4,vm
1GB,f,534.689,1000,True,nodal, 1870.246068275203, 534689.0,1,1,1,1,vm
1GB,a,1088.835,1000,True,nodal, 918.4127990007669, 1088835.0,1,3,1,5,vm
1GB,f,1550.559,1000,True,nodal, 644.9286999075817, 1550559.0,1,6,1,4,vm
1GB,c,39.118,500,False,nodal, 255.63679124699627, 39118.0,1,3,1,5,vm
1GB,f,29.323,1000,False,nodal, 341.02922620468576, 29323.0,1,3,1,2,vm
1GB,a,19.453,500,False,nodal, 514.0595280933533, 19453.0,1,1,1,5,vm
1GB,f,21.191,1000,False,nodal, 471.8984474541079, 21191.0,1,1,1,3,vm
1GB,f,1215.517,800,True,nodal, 658.1561590664713, 1215517.0,1,6,1,4,vm
1GB,a,21.851,800,False,nodal, 457.64495904077614, 21851.0,1,3,1,4,vm
1GB,a,28.845,500,False,nodal, 346.6805338880222, 28845.0,1,3,1,4,vm
1GB,f,39.128,800,False,nodal, 255.57145777959516, 39128.0,1,6,1,2,vm
1GB,f,1585.745,1000,True,nodal, 630.618415949601, 1585745.0,1,6,1,1,vm
1GB,c,909.689,800,True,nodal, 879.4214286420963, 909689.0,1,3,1,2,vm
1GB,c,49.768,1000,False,nodal, 200.93232599260568, 49768.0,1,6,1,1,vm
1GB,f,526.702,1000,True,nodal, 1898.6068023284513, 526702.0,1,1,1,4,vm
1GB,c,527.206,1000,True,nodal, 1896.7917664063004, 527206.0,1,1,1,3,vm
1GB,f,23.64,500,False,nodal, 423.01184433164127, 23640.0,1,3,1,5,vm
1GB,f,27.685,1000,False,nodal, 361.20642947444463, 27685.0,1,3,1,5,vm
1GB,c,180.133,500,True,nodal, 2775.7268240688823, 180133.0,1,1,1,2,vm
1GB,a,29.258,1000,False,nodal, 341.78686171303576, 29258.0,1,6,1,5,vm
1GB,a,18.338,1000,False,nodal, 545.3157378121932, 18338.0,1,1,1,5,vm
1GB,f,810.456,500,True,nodal, 616.9366381395165, 810456.0,1,6,1,1,vm
1GB,c,869.338,800,True,nodal, 920.2404588318927, 869338.0,1,3,1,3,vm
1GB,c,748.221,800,True,nodal, 1069.2028157456152, 748221.0,1,3,1,4,vm
1GB,c,34.815,1000,False,nodal, 287.23251472066636, 34815.0,1,3,1,2,vm
1GB,f,23.558,1000,False,nodal, 424.48425163426435, 23558.0,1,1,1,2,vm
1GB,c,841.485,500,True,nodal, 594.187656345627, 841485.0,1,6,1,5,vm
1GB,a,24.269,500,False,nodal, 412.0482920598294, 24269.0,1,3,1,1,vm
1GB,a,18.806,500,False,nodal, 531.7451877060513, 18806.0,1,6,1,5,vm
1GB,c,26.281,800,False,nodal, 380.50302499904876, 26281.0,1,6,1,3,vm
1GB,a,34.812,500,False,nodal, 287.2572676088705, 34812.0,1,6,1,2,vm
1GB,a,1314.299,800,True,nodal, 608.6894991170197, 1314299.0,1,6,1,2,vm
1GB,f,529.684,500,True,nodal, 943.9590397293481, 529684.0,1,3,1,2,vm
1GB,a,16.648,800,False,nodal, 600.6727534839019, 16648.0,1,1,1,4,vm
1GB,c,41.751,500,False,nodal, 239.51522119230677, 41751.0,1,3,1,1,vm
1GB,c,1565.908,1000,True,nodal, 638.6071212357303, 1565908.0,1,6,1,4,vm
1GB,a,1633.599,1000,True,nodal, 612.1453306472396, 1633599.0,1,6,1,2,vm
1GB,a,26.029,800,False,nodal, 384.1868684928349, 26029.0,1,6,1,4,vm
1GB,f,1044.418,1000,True,nodal, 957.4710508627771, 1044418.0,1,3,1,5,vm
1GB,c,1309.393,800,True,nodal, 610.970121269932, 1309393.0,1,6,1,5,vm
1GB,f,532.382,500,True,nodal, 939.1752538590711, 532382.0,1,3,1,4,vm
1GB,c,34.199,500,False,nodal, 292.4062107079154, 34199.0,1,3,1,4,vm
1GB,a,19.054,1000,False,nodal, 524.824183898394, 19054.0,1,1,1,4,vm
1GB,a,527.582,500,True,nodal, 947.7199752834631, 527582.0,1,3,1,4,vm
1GB,a,1319.075,800,True,nodal, 606.4856054432083, 1319075.0,1,6,1,4,vm
1GB,a,35.712,800,False,nodal, 280.0179211469534, 35712.0,1,3,1,5,vm
1GB,f,38.856,1000,False,nodal, 257.36051060325303, 38856.0,1,6,1,1,vm
1GB,a,25.611,1000,False,nodal, 390.45722541095626, 25611.0,1,3,1,1,vm
1GB,f,36.365,1000,False,nodal, 274.98968788670425, 36365.0,1,6,1,3,vm
1GB,f,59.332,500,False,nodal, 168.5431133283894, 59332.0,1,6,1,1,vm
1GB,a,1615.39,1000,True,nodal, 619.0455555624338, 1615390.0,1,6,1,4,vm
1GB,f,457.57,800,True,nodal, 1748.3663701728697, 457570.0,1,1,1,3,vm
1GB,f,23.762,800,False,nodal, 420.83999663328, 23762.0,1,3,1,2,vm
1GB,c,19.937,500,False,nodal, 501.57997692732107, 19937.0,1,6,1,5,vm
1GB,f,48.439,500,False,nodal, 206.44521976093642, 48439.0,1,6,1,3,vm
1GB,c,1596.517,1000,True,nodal, 626.363515076883, 1596517.0,1,6,1,3,vm
1GB,f,1096.587,1000,True,nodal, 911.9203492290169, 1096587.0,1,3,1,1,vm
1GB,c,1177.104,1000,True,nodal, 849.5426062607892, 1177104.0,1,3,1,2,vm
1GB,c,1536.691,1000,True,nodal, 650.7489143881236, 1536691.0,1,6,1,5,vm
1GB,c,24.494,1000,False,nodal, 408.26324814240223, 24494.0,1,3,1,1,vm
1GB,f,22.387,1000,False,nodal, 446.68780988966813, 22387.0,1,1,1,1,vm
1GB,c,39.451,800,False,nodal, 253.4789992649109, 39451.0,1,3,1,1,vm
1GB,a,697.932,1000,True,nodal, 1432.8043419702778, 697932.0,1,1,1,4,vm
1GB,c,31.494,500,False,nodal, 317.5207976122436, 31494.0,1,1,1,2,vm
1GB,a,16.264,500,False,nodal, 614.8548942449582, 16264.0,1,1,1,3,vm
1GB,f,23.938,800,False,nodal, 417.7458434288579, 23938.0,1,3,1,3,vm
1GB,c,1550.758,1000,True,nodal, 644.8459398565088, 1550758.0,1,6,1,2,vm
1GB,a,915.105,800,True,nodal, 874.216619950716, 915105.0,1,3,1,2,vm
1GB,a,892.658,800,True,nodal, 896.1998884231139, 892658.0,1,3,1,1,vm
1GB,f,36.82,800,False,nodal, 271.59152634437805, 36820.0,1,3,1,1,vm
1GB,f,740.7,500,True,nodal, 675.0371270419873, 740700.0,1,6,1,5,vm
1GB,c,19.582,500,False,nodal, 510.673067102441, 19582.0,1,1,1,5,vm
1GB,f,20.495,500,False,nodal, 487.92388387411563, 20495.0,1,1,1,2,vm
1GB,f,180.2,500,True,nodal, 2774.694783573807, 180200.0,1,1,1,4,vm
1GB,a,1213.496,800,True,nodal, 659.2522760684831, 1213496.0,1,6,1,1,vm
1GB,f,25.393,500,False,nodal, 393.8093175284527, 25393.0,1,3,1,4,vm
1GB,c,19.291,1000,False,nodal, 518.3764449743404, 19291.0,1,1,1,3,vm
1GB,c,38.225,800,False,nodal, 261.6088947024199, 38225.0,1,3,1,4,vm
1GB,c,907.671,500,True,nodal, 550.8603888413313, 907671.0,1,6,1,1,vm
1GB,f,45.789,1000,False,nodal, 218.39306383629255, 45789.0,1,6,1,4,vm
1GB,a,20.276,800,False,nodal, 493.19392385085814, 20276.0,1,3,1,2,vm
1GB,c,23.396,1000,False,nodal, 427.42349119507605, 23396.0,1,3,1,3,vm
1GB,c,27.186,500,False,nodal, 367.8363863753402, 27186.0,1,3,1,3,vm
1GB,f,38.758,800,False,nodal, 258.01124929046904, 38758.0,1,6,1,1,vm
1GB,a,1563.53,1000,True,nodal, 639.5783899253612, 1563530.0,1,6,1,3,vm
1GB,c,456.866,800,True,nodal, 1751.060486006838, 456866.0,1,1,1,3,vm
1GB,c,19.219,500,False,nodal, 520.3184348821479, 19219.0,1,1,1,4,vm
1GB,c,1245.581,800,True,nodal, 642.2705548655607, 1245581.0,1,6,1,4,vm
1GB,f,19.41,1000,False,nodal, 515.1983513652756, 19410.0,1,1,1,4,vm
1GB,c,28.108,1000,False,nodal, 355.7705991176889, 28108.0,1,6,1,4,vm
1GB,a,1091.856,1000,True,nodal, 915.8716900397122, 1091856.0,1,3,1,3,vm
1GB,f,182.084,500,True,nodal, 2745.9853693899518, 182084.0,1,1,1,1,vm
1GB,c,40.402,800,False,nodal, 247.51249938121876, 40402.0,1,6,1,4,vm
1GB,a,817.508,500,True,nodal, 611.6148098856524, 817508.0,1,6,1,5,vm
1GB,f,913.137,800,True,nodal, 876.1007384434099, 913137.0,1,3,1,2,vm
1GB,c,19.292,800,False,nodal, 518.3495749533486, 19292.0,1,3,1,3,vm
1GB,f,823.051,800,True,nodal, 971.9932300671526, 823051.0,1,3,1,4,vm
1GB,f,832.057,500,True,nodal, 600.9203696381378, 832057.0,1,6,1,2,vm
1GB,a,752.623,800,True,nodal, 1062.9491790710622, 752623.0,1,3,1,3,vm
1GB,f,459.005,800,True,nodal, 1742.9004041350313, 459005.0,1,1,1,5,vm
1GB,a,2111.346,500,True,eth, 236.81575639426225, 2111346.0,1,1,1,3,rp
1GB,a,67.275,500,False,eth, 148.64362690449647, 67275.0,1,1,1,1,rp
1GB,a,4452.766,1000,True,eth, 224.57950855715302, 4452766.0,1,1,1,1,rp
1GB,f,254.871,800,True,eth, 222.10451561770464, 254871.0,1,1,1,2,rp
1GB,f,102.634,500,False,eth, 97.43359900227995, 102634.0,1,1,1,1,rp
1GB,c,3516.513,800,True,eth, 227.49809257068011, 3516513.0,1,1,1,1,rp
1GB,a,12.386,1000,False,eth, 0.0, 12386.0,1,1,1,2,rp
1GB,f,4260.158,1000,True,eth, 234.73307797504225, 4260158.0,1,1,1,2,rp
1GB,a,1401.177,800,True,eth, 237.57455339332574, 1401177.0,1,1,1,3,rp
1GB,f,3527.082,800,True,eth, 226.81638816449404, 3527082.0,1,1,1,1,rp
1GB,f,2202.595,500,True,eth, 227.00496459857578, 2202595.0,1,1,1,2,rp
1GB,c,58.493,800,False,eth, 170.96062776742517, 58493.0,1,1,1,2,rp
1GB,a,2107.883,500,True,eth, 237.20481639635597, 2107883.0,1,1,1,1,rp
1GB,f,2103.957,500,True,eth, 237.64744241446, 2103957.0,1,1,1,3,rp
1GB,c,58.551,800,False,eth, 170.79127598162285, 58551.0,1,1,1,1,rp
1GB,c,68.736,500,False,eth, 145.48417132216014, 68736.0,1,1,1,1,rp
1GB,c,2166.737,500,True,eth, 230.76173988813593, 2166737.0,1,1,1,1,rp
1GB,a,12.387,800,False,eth, 0.0, 12387.0,1,1,1,2,rp
1GB,a,3493.959,800,True,eth, 228.9666249661201, 3493959.0,1,1,1,1,rp
1GB,a,75.589,500,False,eth, 132.2943814576195, 75589.0,1,1,1,2,rp
1GB,a,2539.01,800,True,eth, 222.96131169235252, 2539010.0,1,1,1,2,rp
1GB,f,79.91,800,False,eth, 125.14078338130396, 79910.0,1,1,1,1,rp
1GB,c,2102.102,500,True,eth, 237.85715441020463, 2102102.0,1,1,1,3,rp
1GB,c,4446.682,1000,True,eth, 224.8867807502313, 4446682.0,1,1,1,1,rp
1GB,c,3453.216,800,True,eth, 231.66810300890532, 3453216.0,1,1,1,2,rp
1GB,f,98.236,500,False,eth, 101.79567571969542, 98236.0,1,1,1,3,rp
1GB,c,2177.58,1000,True,eth, 230.78876551033716, 2177580.0,1,1,1,2,rp
1GB,a,2203.808,500,True,eth, 226.88001858601112, 2203808.0,1,1,1,2,rp
1GB,a,57.027,800,False,eth, 175.35553334385466, 57027.0,1,1,1,1,rp
1GB,c,70.893,500,False,eth, 141.05765026166193, 70893.0,1,1,1,3,rp
1GB,c,12.376,1000,False,eth, 0.0, 12376.0,1,1,1,2,rp
1GB,a,67.267,1000,False,eth, 148.66130494893486, 67267.0,1,1,1,1,rp
1GB,a,2189.292,1000,True,eth, 235.3578234424645, 2189292.0,1,1,1,2,rp
1GB,c,71.684,1000,False,eth, 139.50114390938006, 71684.0,1,1,1,1,rp
1GB,f,12.375,800,False,eth, 0.0, 12375.0,1,1,1,2,rp
1GB,f,4442.321,1000,True,eth, 225.10755076006438, 4442321.0,1,1,1,1,rp
1GB,c,2186.77,500,True,eth, 228.64773158585493, 2186770.0,1,1,1,2,rp
1GB,f,87.655,1000,False,eth, 114.08362329587588, 87655.0,1,1,1,2,rp
1GB,f,96.134,1000,False,eth, 104.02147003141448, 96134.0,1,1,1,1,rp
1GB,c,83.653,500,False,eth, 119.54143903984316, 83653.0,1,1,1,2,rp
1GB,a,71.148,500,False,eth, 140.55208860403667, 71148.0,1,1,1,3,rp
1GB,f,117.36,500,False,eth, 85.20790729379686, 117360.0,1,1,1,2,rp
1GB,f,2167.995,500,True,eth, 230.62783816383342, 2167995.0,1,1,1,1,rp
unk,e,332.0,1000,True,nodal, 3012.0481927710844, 332000.0,1,1,1,2,vm
4GB_wle_dbs1000_rf1_t2_lt1_ld,e,333.728,1000,True,nodal, 2996.452200594496, 333728.0,1,1,1,2,vm
4GB_wla_dbs1000_rf1_t4_lt1_run,a,14.421,1000,False,nodal, 693.4331877123639, 14421.0,1,6,1,4,vm
unk,e,47.4,1000,False,nodal, 210.9704641350211, 47400.0,1,3,1,4,vm
4GB_wlc_dbs1000_rf1_t1_lt1_run,c,12.484,1000,False,nodal, 801.0253123998718, 12484.0,1,3,1,1,vm
unk,a,15.255,1000,False,nodal, 655.5227794165847, 15255.0,1,1,1,4,vm
unk,e,47.87,1000,False,nodal, 208.89910173386255, 47870.0,1,3,1,5,vm
unk,c,16.077,1000,False,nodal, 622.0065932698886, 16077.0,1,1,1,3,vm
4GB_wla_dbs1000_rf1_t5_lt1_run,a,6.38,1000,False,nodal, 1567.398119122257, 6380.0,1,1,1,5,vm
unk,c,16.55,1000,False,nodal, 604.2296072507553, 16550.0,1,1,1,2,vm
4GB_wle_dbs1000_rf1_t1_lt1_run,e,29.663,1000,False,nodal, 337.12031824158043, 29663.0,1,1,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_ld,c,335.207,1000,True,nodal, 2983.2312571038196, 335207.0,1,1,1,5,vm
unk,a,149.606,1000,True,nodal, 1170.8955523174204, 149606.0,1,3,1,1,vm
4GB_wla_dbs1000_rf1_t3_lt1_ld,a,623.277,1000,True,nodal, 1604.423073529105, 623277.0,1,3,1,3,vm
4GB_wlc_dbs1000_rf1_t1_lt1_run,c,6.513,1000,False,nodal, 1535.3907569476432, 6513.0,1,1,1,1,vm
unk,c,15.992,1000,False,nodal, 625.312656328164, 15992.0,1,1,1,4,vm
1GB_wle_dbs1000_rf1_t4_lt1_run,e,74.733,1000,False,nodal, 133.80969585056133, 74733.0,1,6,1,4,vm
unk,e,669.335,1000,True,nodal, 1494.0201842126887, 669335.0,1,3,1,2,vm
4GB_wlc_dbs1000_rf1_t1_lt1_ld,c,617.735,1000,True,nodal, 1618.817130322873, 617735.0,1,3,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_ld,c,620.127,1000,True,nodal, 1612.5729084526233, 620127.0,1,3,1,5,vm
4GB_wla_dbs1000_rf1_t4_lt1_ld,a,332.259,1000,True,nodal, 3009.700263950713, 332259.0,1,1,1,4,vm
4GB_wla_dbs1000_rf1_t3_lt1_ld,a,997.673,1000,True,nodal, 1002.3324275589297, 997673.0,1,6,1,3,vm
4GB_wle_dbs1000_rf1_t4_lt1_ld,e,624.606,1000,True,nodal, 1601.0092762477466, 624606.0,1,3,1,4,vm
4GB_wla_dbs1000_rf1_t1_lt1_run,a,6.359,1000,False,nodal, 1572.5743041358703, 6359.0,1,1,1,1,vm
4GB_wla_dbs1000_rf1_t2_lt1_ld,a,619.709,1000,True,nodal, 1613.6606052195466, 619709.0,1,3,1,2,vm
4GB_wle_dbs1000_rf1_t5_lt1_run,e,32.251,1000,False,nodal, 310.0679048711668, 32251.0,1,1,1,5,vm
4GB_wle_dbs1000_rf1_t1_lt1_run,e,24.237,1000,False,nodal, 412.59231753104757, 24237.0,1,3,1,1,vm
